"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Fire_Mod",2,1.61161866760948,0.0397909485445193,1.740474989625,3e-04,3e-04,3e-04,0.017
