"","MDS1","MDS2"
"HD3901-S1_4401_S1",-0.419614865128074,0.0401991534519822
"HD3902-S1_4400_S100",-0.823557986258103,-0.662530233908548
"HD4301-S1_S2",-0.00908115519950905,0.654032881213125
"HD4308-S1_S8",0.887310101902886,-0.396825258064056
"HD4309-S1_S9",0.129574883895307,-0.369753471398852
"HD4310-S1_S10",-0.429785668426444,0.808840555845438
"HD4311-S1_S11",-0.031473514035512,0.380412612843498
"HD4312-S1_S12",0.57721831907833,0.0829328860882014
"HD4314-S1_S14",0.259857207635922,0.0179671790581141
"HD4315-S1_S15",-0.0268120055109739,-0.277036536862131
"HD4316-S1_S16",-0.302993644506169,-0.529728133028514
"HD4317-S1_S17",0.445839402788184,-0.398417475441219
"HD4318-S1_S18",0.368710705581595,-0.00662409634922756
"HD4319-S1_S19",-1.04277038841606,-1.37770159294493
"HD4321-S111_19_S21",0.995350095668417,0.52806471955985
"HD4322-S1_S22",0.172596843699846,-0.707934983706889
"HD4323-S1_S23",-0.05006723956611,-0.462701351276319
"HD4325-S1_S25",-0.369617887712895,-0.942510795065044
"HD4326-S1_S26",-0.816208871841953,1.34405390726044
"HD4328-S1_S28",-0.241518522480769,-1.20655863695097
"HD4329-S1_S29",-0.566105742084696,0.387970393219791
"HD4330-S1_S30",0.710997756557177,-0.497861727801636
"HD4335-S1_S35",-0.853962530082687,-0.121228441538965
"HD4336-S1_S161",0.937839847152028,0.462147301342029
"HD4337-S1_S37",0.357493120164979,0.339657071155536
"HD4338-S1_S38",-0.204663580503711,0.285479316928423
"HD4339-S1_S39",-0.490445549466023,1.0759069169021
"HD4340-S1_S40",0.458681852153559,-0.904601974194375
"HD4341-S1_S41",0.499137608121645,0.0238330551977802
"HD4342-S1_S42",0.235469809477163,-0.275831972356215
"HD4343-S1_S43",-0.752801765039631,-0.19981778653692
"HD4344-S1_S44",-0.211832864229684,0.634035850650729
"HD4345-S1_S45",0.166730084278692,-0.457822987470029
"HD4347-S1_S47",-0.0360481489464795,1.03201295076728
"HD4348-S1_S48",0.0599771072998548,0.100205773082743
"HD4349-S1_S49",-0.102080761276214,0.337097035678918
"HD4350-S1_S50",-0.290621166293527,-0.107019414341297
"HD4351-S1_S51",2.59829242041673,-0.157336088774521
"HD4352-S1_S52",-1.26236060315591,-0.447654220852015
"HD4355-S1_S55",1.5465168844915,0.276612624473604
"HD4356-S1_S56",0.382312902006632,0.674004369224995
"HD4357-S1_S57",-0.442053216598824,-0.182867801781907
"HD4358-S1_S58",-0.669696264444949,1.415345606777
"HD4360-S1_S60",1.21620911202119,-0.086385071717351
"HD4365-S1_S65",0.462077404582833,0.904913340932845
"HD4366-S1_S66",-1.07143527241053,-0.202080550345713
"HD4367-S1_S67",0.655386636994827,0.749682630999916
"HD4368-S1_S68",-1.2544707745443,-0.0956557942244667
"HD4369-S1_S69",-1.00338423106944,-1.78722078897049
"HD4372-S1_S72",0.200200171914807,0.816527765413736
"HD4373-S1_S73",0.0894286703854701,-0.747491142682525
"HD4374-S1_S74",-0.675497489699852,0.150478756664638
"HD4375-S1_S75",-0.617922452754685,0.581233153232076
"HD4377-S1_S77",1.1593661161716,-0.508850911037368
"HD4378-S1_S78",0.045557568231755,-0.624399810886541
"HD4379-S1_S141",0.0858079218756093,-1.43531274597389
"HD4380-S1_S80",-1.29518848505834,0.180391049331591
"HD4381-S1_S81",0.0331210921458396,0.530274317400924
"HD4382-S1_S82",-0.324408050086559,-0.330212510328916
"HD4383-S1_S83",0.541677501719374,-0.239029491928705
"HD4384-S1_S84",0.60417928151373,-0.809693266266496
"HD4386-S1_S86",0.362489116904819,0.197664231926261
"HD4387-S1_S87",0.0455479692746775,-0.215827198391763
"HD4388-S1_S88",0.00813281207271851,0.430422657796224
"HD4389-S1_S89",-0.608266951820081,-0.627413620313013
"HD4390-S1_S90",0.427276437903493,-1.30636599749504
"HD4391-S1_S91",-0.766361401560575,0.434726981980826
"HD4392-S1_S92",-0.713201325864998,1.1162612447047
"HD4393-S1_S93",-0.190965817701389,0.150698165114667
"HD4395-S1_S95",-0.303834391177579,1.07319900117662
"HD4396-S1_S96",0.525506217100088,0.442342379953765
"HD4397-S1_S97",0.200200171914807,0.816527765413736
"HD4398-S1_S98",1.06149110852555,0.026175017068112
"HD4399-S1_S99",-0.242451678670387,0.203973261374651
