"","MDS1","MDS2"
"HD3901-S1_4401_S1",-0.48815617533611,-0.0627029341796172
"HD3902-S1_4400_S100",-0.603640442710151,-0.561295445727566
"HD4301-S1_S2",0.119042696123699,0.377111102272747
"HD4303-S1_S3",0.576579679723178,-0.267466273162291
"HD4304-S1_S4",0.494798141189522,0.761603040951832
"HD4305-S1_S5",0.661688302404372,-0.115747391258628
"HD4306-S1_S6",1.50342595907184,-0.546459696250432
"HD4307-S1_S7",0.286660459640949,0.137954618950697
"HD4308-S1_S8",0.379451663820611,-0.331603837389297
"HD4309-S1_S9",0.211622912507183,-0.111486796954367
"HD4310-S1_S10",-0.37141676942324,0.402410186622197
"HD4311-S1_S11",-0.0992874407482212,0.294475156273724
"HD4312-S1_S12",0.0603413731322294,0.0848449762544885
"HD4314-S1_S14",0.15804097558248,0.0641026029212128
"HD4315-S1_S15",0.019555814205387,-0.159320434398766
"HD4316-S1_S16",-0.121173401869523,-0.102970914429675
"HD4317-S1_S17",-0.140865456233488,-0.358987300565607
"HD4318-S1_S18",0.081849022285872,-0.0591565460013631
"HD4319-S1_S19",-0.508021939457094,-1.28418966783351
"HD4321-S111_19_S21",-0.415629813391196,-0.383122309435222
"HD4322-S1_S22",0.0361975134817551,-0.515689928471415
"HD4323-S1_S23",-0.21904173848516,-0.367481311546785
"HD4324-S1_S24",-0.111211627706603,0.43299613452874
"HD4325-S1_S25",-0.34803612206113,-0.747699733164045
"HD4326-S1_S26",-0.972911305900476,0.707116077246312
"HD4328-S1_S28",0.37052129517403,-0.689950381829178
"HD4329-S1_S29",-0.658982501160508,0.0803719787124117
"HD4330-S1_S30",0.448287489581411,-0.136169570203375
"HD4331-S1_S31",0.461067181829514,-0.50881120162554
"HD4332-S1_S32",0.789834978967045,-0.357626297381675
"HD4334-S1_S34",0.131510475125921,0.264625761749663
"HD4335-S1_S35",-0.470723595699109,-0.209028058572976
"HD4336-S1_S161",-0.550099104578831,-0.459558574062044
"HD4337-S1_S37",0.0525937966325381,0.195357017814377
"HD4338-S1_S38",-0.398234968744169,0.115601865718042
"HD4339-S1_S39",-0.468037155571132,0.590218413944965
"HD4340-S1_S40",0.173594657710906,-0.581632401353461
"HD4341-S1_S41",0.220490543684756,0.0642080526245681
"HD4342-S1_S42",0.0698607130470061,-0.251629789963782
"HD4343-S1_S43",-0.313904712209065,-0.0277142999460028
"HD4344-S1_S44",0.196320643082814,0.423072667556926
"HD4345-S1_S45",0.162597829503015,-0.167902308053981
"HD4347-S1_S47",-0.309936246479439,0.608822174344986
"HD4348-S1_S48",0.340679082926315,0.387238721247071
"HD4349-S1_S49",-0.213054823624007,0.224281506510402
"HD4350-S1_S50",-0.366755312361167,-0.173715615860647
"HD4351-S1_S51",1.72546014056912,0.578555314009799
"HD4352-S1_S52",-0.894800819557866,-0.336953978676518
"HD4355-S1_S55",0.999097030423146,0.231725668746816
"HD4356-S1_S56",0.137494480186528,0.538941761489762
"HD4357-S1_S57",-0.0932036838559021,-0.0390197901577678
"HD4358-S1_S58",-0.865161179547192,0.796662420641622
"HD4360-S1_S60",0.731650164485225,0.182753995004595
"HD4361-S1_S61",0.34306988971382,0.0752665551970925
"HD4362-S1_S62",0.573464234848766,0.472683229442097
"HD4363-S1_S63",0.456006818579987,-0.0545839776279047
"HD4364-S1_S64",0.450910281952055,0.276474923576115
"HD4365-S1_S65",0.0897377355384447,0.658077702243325
"HD4366-S1_S66",-0.706566566962939,-0.178567619981708
"HD4367-S1_S67",0.269699033924722,0.591187576235957
"HD4368-S1_S68",-0.678951957203701,0.215779743995808
"HD4369-S1_S69",-0.878837830370156,-1.29422354044686
"HD4372-S1_S72",-0.0624092369160932,0.662907358232642
"HD4373-S1_S73",-0.041843093906782,-0.607990250175059
"HD4374-S1_S74",-0.201159564244881,-0.006750666593737
"HD4375-S1_S75",-0.233236119787637,0.409348234521395
"HD4377-S1_S77",0.807162586660312,-0.0792960715584051
"HD4378-S1_S78",0.00717375433408223,-0.421369340403959
"HD4379-S1_S141",0.618188993990753,-0.621744944931242
"HD4380-S1_S80",-0.799995681466439,0.0771023669324527
"HD4381-S1_S81",-0.29280589664516,0.266422759247458
"HD4382-S1_S82",-0.0792551965256294,-0.24929304941493
"HD4383-S1_S83",0.231878721015109,-0.290059216880295
"HD4384-S1_S84",0.302680700958661,-0.450174098366026
"HD4386-S1_S86",0.280070321484495,0.248639886937689
"HD4387-S1_S87",-0.204108014776897,-0.183020777090383
"HD4388-S1_S88",-0.108892100553832,0.233929223012894
"HD4389-S1_S89",-0.359421578084317,-0.510027626977995
"HD4390-S1_S90",0.678805206480048,-0.43953234787315
"HD4391-S1_S91",-0.571687538685667,0.24111067188602
"HD4392-S1_S92",-0.918119736388771,0.479852163189429
"HD4393-S1_S93",-0.312646010722277,0.0780547896784272
"HD4395-S1_S95",-0.62918586475235,0.468785938881489
"HD4396-S1_S96",-0.00145668321153547,0.35607562190892
"HD4397-S1_S97",-0.0624092369160932,0.662907358232642
"HD4398-S1_S98",0.617847956524588,0.123733862012724
"HD4399-S1_S99",-0.181737007272272,0.158335135274648
