"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Fire_Mod",1,0.838463220008524,0.020701700417332,1.81684206027428,0.0032,0.0128,0.0128,0.017
"Treatuntreat_EP",1,0.63283689767137,0.0156247758470471,1.37127624151617,0.0634,0.119866666666667,0.2536,0.296
"YrSinceTrt_BR",3,1.62878416425068,0.0402147655474612,1.17645533165197,0.0899,0.119866666666667,0.3596,NA
"YrSinceTrt_BR:Fire_Mod",2,0.943966535722677,0.0233065827578208,1.02272709444245,0.4229,0.4229,1,NA
