"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV4","ASV4",508.556053833576,-23.9596227249742,5.80146685753702,-4.12992495059191,3.62881673671809e-05,0.000855795076430873,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 48"
"ASV12","ASV12",190.430444561189,-20.5840351506193,5.97039677219732,-3.44768294905862,0.000565417333105839,0.00329272446926342,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 91"," 91"," 80"," 11"
"ASV15","ASV15",157.722511671041,-23.4107835441213,5.96968089815819,-3.92161389251881,8.79578562245213e-05,0.00111081586398355,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 43"
"ASV18","ASV18",196.864751420283,-24.4131512805569,5.96964937579739,-4.08954525529332,4.32219735571148e-05,0.000855795076430873,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa","100","100","100","100","100","100","100"
"ASV20","ASV20",243.701477501276,28.0070346952826,5.92063008102767,4.73041455250339,2.24061821388336e-06,0.000110910601587226,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 80"," 80"," 37"," 23"
"ASV22","ASV22",177.609627784374,-25.573172505997,5.96963474202769,-4.28387558219527,1.83665644612495e-05,0.000606096627221234,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna","100","100","100"," 96"," 96"," 63"," 63"
"ASV24","ASV24",24.021595271596,-21.533834421707,5.96995781614779,-3.60703292801524,0.000309718369107695,0.00255517654513848,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 62"," 62"," 42"," 13"
"ASV25","ASV25",24.5690263814599,-23.3821487299929,5.96983310440223,-3.91671732208905,8.97628980996806e-05,0.00111081586398355,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 68"," 68"," 27"," 24"
"ASV26","ASV26",50.543645626688,-24.0277525200816,5.96971491095549,-4.02494137131849,5.69895119524366e-05,0.000940326947215204,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 69"
"ASV33","ASV33",8.38413107192827,-21.0053865046725,5.97027476589844,-3.51832827270413,0.0004342747871415,0.00291585636155493,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 74"
"ASV51","ASV51",12.1002284052995,-22.2381221654061,5.97006959522979,-3.72493516376674,0.000195365428096627,0.00193411773815661,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum","100","100","100","100","100","100"," 93"
"ASV60","ASV60",23.8876598594919,-20.7554390879983,5.97003816885324,-3.47660073536601,0.000507813422121051,0.003142095549374,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 46"," 15"," 13","  6"
"ASV66","ASV66",1721.07669016952,30,5.92047796400503,5.06715845956901,4.03798127888848e-07,3.99760146609959e-05,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 64"," 64"," 45"," 40"
"ASV69","ASV69",10.3020303549425,-21.8214638851536,5.97019823056965,-3.6550652159956,0.000257116609660781,0.00231404948694703,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Unclassified","100","100","100"," 92"," 92"," 92"," 40"
"ASV78","ASV78",10.7986418276725,-22.380437322287,5.97012578634502,-3.7487379869744,0.000177726640069589,0.00193411773815661,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 81"," 81"," 78","  2"
"ASV87","ASV87",4.91537183161298,-20.9798206256797,5.97074513003281,-3.51376924802088,0.000441796418417414,0.00291585636155493,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 47"," 47"," 45"," 15"
"ASV116","ASV116",6.63541362359713,-21.1352322290205,5.97045172529029,-3.53997204926615,0.000400169411179828,0.00291585636155493,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 51"
