"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV4","ASV4",508.556053833576,-23.0367199881193,5.93819557878992,-3.87941415577519,0.000104708345248168,0.00172768769659477,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 48"
"ASV12","ASV12",190.430444561189,-25.1426652100618,6.11046503102025,-4.11468932109473,3.87701241521173e-05,0.00127941409701987,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 91"," 91"," 80"," 11"
"ASV15","ASV15",157.722511671041,-25.1541958650133,6.11047901078051,-4.1165669370003,3.84557678901495e-05,0.00127941409701987,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 43"
"ASV18","ASV18",196.864751420283,-23.9945714441339,6.11048254302392,-3.92678831421056,8.60876841912759e-05,0.00172768769659477,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa","100","100","100","100","100","100","100"
"ASV24","ASV24",24.021595271596,-22.1115237239124,6.11073287879978,-3.61847329321576,0.000296346073979382,0.00284724676913911,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 62"," 62"," 42"," 13"
"ASV30","ASV30",22.5734736616919,-23.4012437682752,6.1105529735753,-3.82964420232872,0.000128328666748431,0.00181493400115638,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_attrantheridium","100","100","100","100","100","100"," 82"
"ASV57","ASV57",18.3955983349837,-23.0247252063972,6.11057578288778,-3.76801238123521,0.000164552542901132,0.00203633771840151,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_rostratifingens","100","100","100","100","100","100"," 98"
"ASV60","ASV60",23.8876598594919,-21.6258240341566,6.11066049090076,-3.53903216622149,0.000401596914421273,0.0033131745439755,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 46"," 15"," 13","  6"
"ASV66","ASV66",1721.07669016952,30,6.0656940358015,4.94584788202821,7.58131460224713e-07,7.50550145622466e-05,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 64"," 64"," 45"," 40"
"ASV69","ASV69",10.3020303549425,-17.9922959218094,6.11318232364917,-2.94319635326518,0.00324842314278699,0.0229709922239937,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Unclassified","100","100","100"," 92"," 92"," 92"," 40"
"ASV93","ASV93",10.1944381990889,-22.0077251355646,6.11067506833875,-3.60152109045909,0.000316360752126567,0.00284724676913911,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 60"," 60"," 37"," 18"
"ASV106","ASV106",9.73767332680677,-22.2045910936307,6.11068546909727,-3.63373163386054,0.000279351425224943,0.00284724676913911,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 72"," 72"," 52"," 19"
"ASV150","ASV150",32.2459024099627,23.6916491095779,6.07071296626671,3.90261395016136,9.51594139680095e-05,0.00172768769659477,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 82"," 82"," 81"," 45"
"ASV842","ASV842",0.779456297861757,-18.7842451447537,6.11333659447959,-3.07266659612953,0.002121553742504,0.0161564477313766,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Unclassified","Unclassified","100","100","100"," 63"," 60"," 15"," 15"
