"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Treatuntreat_EP",1,0.553510587380418,0.0162107111212394,1.19491004872314,0.1872,0.1872,0.3744,0.887
"YrSinceTrt_BR",3,1.62880233144699,0.0477028708586224,1.17207771486405,0.1013,0.1872,0.2026,0.003
