"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV2","ASV2",1662.43992383242,-28.9418214812146,4.54311990406834,-6.37047273511256,1.88446442371247e-10,1.86561977947535e-08,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aquasilvae","100","100","100","100","100","100"," 78"
"ASV4","ASV4",508.556053833576,-25.249272643464,5.57641797204029,-4.52786587556058,5.95823787044215e-06,0.000224958551527392,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 48"
"ASV15","ASV15",157.722511671041,-25.2862524788514,5.73829709701238,-4.40657777932353,1.05016609442425e-05,0.000259916108370002,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 43"
"ASV18","ASV18",196.864751420283,-25.8184861111513,5.73830085842082,-4.49932597613163,6.81692580386037e-06,0.000224958551527392,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa","100","100","100","100","100","100","100"
"ASV24","ASV24",24.021595271596,-22.4584188146308,5.73856743475002,-3.91359325650394,9.09327585976047e-05,0.000900234310116287,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 62"," 62"," 42"," 13"
"ASV30","ASV30",22.5734736616919,-24.0861734521834,5.7383758583077,-4.19738512201372,2.70014544711219e-05,0.000534628798528213,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_attrantheridium","100","100","100","100","100","100"," 82"
"ASV57","ASV57",18.3955983349837,-23.7847865106637,5.7384001473992,-4.14484628114398,3.40041740910521e-05,0.00056106887250236,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_rostratifingens","100","100","100","100","100","100"," 98"
"ASV60","ASV60",23.8876598594919,-23.0971440994686,5.73849035083063,-4.02495128289714,5.69871117067698e-05,0.000705215507371277,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 46"," 15"," 13","  6"
"ASV69","ASV69",10.3020303549425,-19.42320365489,5.74117571038855,-3.38314042884004,0.00071661979203388,0.00591211328427951,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Unclassified","100","100","100"," 92"," 92"," 92"," 40"
"ASV93","ASV93",10.1944381990889,-23.4787697371823,5.73850587396064,-4.09144300848777,4.2869730619304e-05,0.000606300475901585,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 60"," 60"," 37"," 18"
"ASV106","ASV106",9.73767332680677,-22.9114959154009,5.73851694945157,-3.99258137899035,6.53578919762808e-05,0.000718936811739088,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 72"," 72"," 52"," 19"
"ASV842","ASV842",0.779456297861757,-19.46904113651,5.74133998000984,-3.39102739156663,0.000696311414855098,0.00591211328427951,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Unclassified","Unclassified","100","100","100"," 63"," 60"," 15"," 15"
