"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV2","ASV2",1662.43992383242,26.8528856843027,4.5428905489242,5.91096910548763,3.40100823403921e-09,3.36699815169882e-07,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aquasilvae","100","100","100","100","100","100"," 78"
"ASV4","ASV4",508.556053833576,24.727606237927,5.57599654001011,4.43465236402067,9.22209788372282e-06,0.000304329230162853,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 48"
"ASV15","ASV15",157.722511671041,26.2986294181755,5.73783819968527,4.58336894540142,4.57543692013983e-06,0.000226484127546922,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 43"
"ASV18","ASV18",196.864751420283,23.9118865005363,5.73784196329166,4.16740068017117,3.08092678109443e-05,0.000610023502656698,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa","100","100","100","100","100","100","100"
"ASV22","ASV22",177.609627784374,-16.0159165453443,5.75074871238706,-2.78501415143496,0.00535253869777304,0.0378500950771094,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna","100","100","100"," 96"," 96"," 63"," 63"
"ASV24","ASV24",24.021595271596,20.8900494429782,5.73810858183008,3.64058106344087,0.000272023444078436,0.00269303209637651,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 62"," 62"," 42"," 13"
"ASV26","ASV26",50.543645626688,-15.384109748155,5.75074871238722,-2.67514901407834,0.00746960411265654,0.0462181754470623,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 69"
"ASV30","ASV30",22.5734736616919,23.3874878574892,5.73791687895528,4.07595445365661,4.58259887014622e-05,0.000648110411634965,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_attrantheridium","100","100","100","100","100","100"," 82"
"ASV51","ASV51",12.1002284052995,-15.8507075406772,5.75074871238799,-2.756285891354,0.0058461873515553,0.038584836520265,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum","100","100","100","100","100","100"," 93"
"ASV57","ASV57",18.3955983349837,24.5865916641291,5.73794122919943,4.28491521297081,1.82808892398335e-05,0.00045245200868588,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_rostratifingens","100","100","100","100","100","100"," 98"
"ASV60","ASV60",23.8876598594919,21.3966661186527,5.73803140431464,3.72892105514858,0.000192301380260394,0.00211531518286433,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 46"," 15"," 13","  6"
"ASV69","ASV69",10.3020303549425,18.2646271712199,5.74071725056892,3.18159323548113,0.00146467370358708,0.0111540535888554,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Unclassified","100","100","100"," 92"," 92"," 92"," 40"
"ASV93","ASV93",10.1944381990889,22.0140815409888,5.73804694740865,3.83651122808093,0.000124794493047798,0.00154433185146651,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 60"," 60"," 37"," 18"
"ASV106","ASV106",9.73767332680677,23.4343802143155,5.73805822381005,4.08402621588513,4.42620340262887e-05,0.000648110411634965,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 72"," 72"," 52"," 19"
"ASV150","ASV150",32.2459024099627,-19.4218094564566,5.75074871217736,-3.37726623584341,0.000732101517409403,0.00624805055123407,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 82"," 82"," 81"," 45"
"ASV842","ASV842",0.779456297861757,19.3349036211154,5.74088098798042,3.36793319032331,0.000757339460755645,0.00624805055123407,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Unclassified","Unclassified","100","100","100"," 63"," 60"," 15"," 15"
