"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV20","ASV20",243.701477501276,-27.6407694199568,3.36776552977108,-8.20745065997384,2.25934256931383e-16,7.45583047873563e-15,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 80"," 80"," 37"," 23"
"ASV22","ASV22",177.609627784374,28.7500535534805,3.37354286480578,8.52221379885615,1.56532093623026e-17,7.74833863433979e-16,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna","100","100","100"," 96"," 96"," 63"," 63"
"ASV25","ASV25",24.5690263814599,25.8739132827634,3.37389399746918,7.6688577952277,1.735346970138e-14,2.8633225007277e-13,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 68"," 68"," 27"," 24"
"ASV26","ASV26",50.543645626688,27.1584495681899,3.37368460838218,8.05008550612959,8.27362129062617e-16,2.04772126942998e-14,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 69"
"ASV30","ASV30",22.5734736616919,-29.1297146933361,3.3678679223409,-8.6493043566533,5.18143031096456e-18,5.12961600785492e-16,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_attrantheridium","100","100","100","100","100","100"," 82"
"ASV33","ASV33",8.38413107192827,24.2999219136908,3.37467663124704,7.20066678054166,5.99188163638395e-13,4.94330235001676e-12,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 74"
"ASV51","ASV51",12.1002284052995,24.798244451181,3.37431233291532,7.34912539342675,1.99507960653008e-13,2.19458756718309e-12,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum","100","100","100","100","100","100"," 93"
"ASV57","ASV57",18.3955983349837,-26.2360005496977,3.36790931096266,-7.78999614517489,6.70112393533433e-15,1.3268225391962e-13,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_rostratifingens","100","100","100","100","100","100"," 98"
"ASV66","ASV66",1721.07669016952,-12.8605606768705,3.38968303043016,-3.79403046285376,0.000148221477288054,0.000917120390719836,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 64"," 64"," 45"," 40"
"ASV78","ASV78",10.7986418276725,24.5070136700415,3.3744117405142,7.2626032489761,3.79710468537011e-13,3.7591336385164e-12,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 81"," 81"," 78","  2"
"ASV87","ASV87",4.91537183161298,23.9131623996108,3.37550754559238,7.08431608480206,1.39732646700141e-12,9.88109430236713e-12,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 47"," 47"," 45"," 15"
"ASV93","ASV93",10.1944381990889,-25.4887552454781,3.3680894651817,-7.56771917996038,3.79833969321095e-14,5.37193756611263e-13,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 60"," 60"," 37"," 18"
"ASV106","ASV106",9.73767332680677,-25.362938714951,3.36810833705029,-7.53032152676043,5.06155306269962e-14,6.26367191509078e-13,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 72"," 72"," 52"," 19"
"ASV116","ASV116",6.63541362359713,24.1009515305897,3.37498816260696,7.14104772206765,9.26221852928091e-13,7.05353564922162e-12,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 51"
"ASV150","ASV150",32.2459024099627,24.3958234461911,3.37397887667115,7.23057978070705,4.80936355481065e-13,4.32842719932958e-12,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 82"," 82"," 81"," 45"
"ASV842","ASV842",0.779456297861757,-22.099886324364,3.37291632800927,-6.55215966694542,5.6710857396806e-11,3.74291658818919e-10,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Unclassified","Unclassified","100","100","100"," 63"," 60"," 15"," 15"
