"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV2","ASV2",1662.43992383242,25.4155193145237,4.42526975223602,5.74327006883178,9.28654352377939e-09,9.1936780885416e-07,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_aquasilvae","100","100","100","100","100","100"," 78"
"ASV4","ASV4",508.556053833576,25.8995483232209,5.4301404635565,4.76959085994948,1.84600466332912e-06,6.0918153889861e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 48"
"ASV15","ASV15",157.722511671041,25.6281897483295,5.58764175228616,4.58658426658149,4.50556597885182e-06,9.22736916952623e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 43"
"ASV18","ASV18",196.864751420283,24.1660273469436,5.58760811780105,4.32493239279886,1.5257864896113e-05,0.000197764054189869,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa","100","100","100","100","100","100","100"
"ASV20","ASV20",243.701477501276,-27.3275183345798,5.54462421508208,-4.92865111764393,8.27992782491684e-07,4.09856427333383e-05,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 80"," 80"," 37"," 23"
"ASV22","ASV22",177.609627784374,25.5885302556447,5.5875924628008,4.57952694760747,4.66028745935668e-06,9.22736916952623e-05,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna","100","100","100"," 96"," 96"," 63"," 63"
"ASV24","ASV24",24.021595271596,21.4275980515035,5.58793760657176,3.83461655446963,0.000125760327708731,0.000874106453166672,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 62"," 62"," 42"," 13"
"ASV25","ASV25",24.5690263814599,24.5191341011816,5.58780442133015,4.38797285165985,1.14412052853593e-05,0.000188779887208429,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 68"," 68"," 27"," 24"
"ASV26","ASV26",50.543645626688,24.1092354604891,5.58767810776347,4.3147144476687,1.59809336719086e-05,0.000197764054189869,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 69"
"ASV30","ASV30",22.5734736616919,-16.4429247720861,5.59735118420942,-2.9376260718593,0.00330735668089566,0.017233069021509,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_attrantheridium","100","100","100","100","100","100"," 82"
"ASV33","ASV33",8.38413107192827,22.4149602984959,5.58827707029453,4.0110681729878,6.04446520220757e-05,0.000664891172242832,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 74"
"ASV51","ASV51",12.1002284052995,21.991050163752,5.58805702506051,3.93536609686153,8.30699699040999e-05,0.000747629729136899,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum","100","100","100","100","100","100"," 93"
"ASV60","ASV60",23.8876598594919,21.2066729201671,5.58802379854893,3.79502194061413,0.000147630400200479,0.000913463101240465,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 46"," 15"," 13","  6"
"ASV69","ASV69",10.3020303549425,21.3573844442172,5.5881942115758,3.82187583960056,0.00013244037169192,0.000874106453166672,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Unclassified","100","100","100"," 92"," 92"," 92"," 40"
"ASV78","ASV78",10.7986418276725,22.0704630321995,5.5881169632569,3.94953491083269,7.8303190338914e-05,0.000747629729136899,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 81"," 81"," 78","  2"
"ASV87","ASV87",4.91537183161298,20.8251721280605,5.58877890680568,3.72624726712679,0.000194351754085025,0.0011318131561422,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 47"," 47"," 45"," 15"
"ASV93","ASV93",10.1944381990889,-17.6297063637016,5.59735118420971,-3.14965164477004,0.00163465248319818,0.00899058865759001,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 60"," 60"," 37"," 18"
"ASV116","ASV116",6.63541362359713,21.4713426269876,5.5884651258066,3.84208224326864,0.000121994941396855,0.000874106453166672,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 51"
"ASV150","ASV150",32.2459024099627,21.585440466173,5.58785569406675,3.86292016973392,0.000112039629368645,0.000874106453166672,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 82"," 82"," 81"," 45"
