"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV4","ASV4",508.556053833576,-30,5.13487088389961,-5.8424059101593,5.1452248392077e-09,2.54688629540781e-07,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 48"
"ASV9","ASV9",733.275808164066,-26.9140691096067,5.28388127445834,-5.09361730735816,3.51295518455341e-07,4.34728204088484e-06,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 94"," 94"," 45"," 45"
"ASV12","ASV12",190.430444561189,-24.7228679084819,5.28471465823556,-4.67818406618311,2.89426682941875e-06,2.38777013427047e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 91"," 91"," 80"," 11"
"ASV15","ASV15",157.722511671041,-28.6045443394335,5.28390586246939,-5.41352270156937,6.1796755506568e-08,1.43339558552461e-06,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 43"
"ASV18","ASV18",196.864751420283,-28.4543096821895,5.28387024783368,-5.3851264977325,7.23937164406368e-08,1.43339558552461e-06,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa","100","100","100","100","100","100","100"
"ASV20","ASV20",243.701477501276,28.4603351568028,5.24481653683701,5.42637382202246,5.75104469727251e-08,1.43339558552461e-06,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Unclassified","Unclassified","100","100","100"," 80"," 80"," 37"," 23"
"ASV21","ASV21",616.137923618872,-28.7380680987515,4.72584329850382,-6.08104549464216,1.1940140482363e-09,1.18207390775394e-07,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 87"," 87"," 72"," 24"
"ASV22","ASV22",177.609627784374,-27.735676766409,5.28385371427083,-5.24913789560439,1.52812658170479e-07,2.5214088598129e-06,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna","100","100","100"," 96"," 96"," 63"," 63"
"ASV24","ASV24",24.021595271596,-25.8554085016041,5.28421872808723,-4.89294819765403,9.93365597138795e-07,9.83431941167407e-06,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 62"," 62"," 42"," 13"
"ASV25","ASV25",24.5690263814599,-25.5670822018147,5.28407782759939,-4.83851355638153,1.30813775038271e-06,1.17732397534444e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Unclassified","Unclassified","100","100","100"," 68"," 68"," 27"," 24"
"ASV26","ASV26",50.543645626688,-26.148855892072,5.28394429079507,-4.9487379981702,7.469621445472e-07,8.2165835900192e-06,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 69"
"ASV33","ASV33",8.38413107192827,-22.9053418493827,5.28457681719647,-4.33437579615585,1.46174288318376e-05,8.4084552827437e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum","100","100","100"," 99"," 99"," 99"," 74"
"ASV51","ASV51",12.1002284052995,-24.2684612561854,5.2843450164403,-4.59252020462005,4.37925096867103e-06,2.89030563932288e-05,"Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_ramorum","100","100","100","100","100","100"," 93"
"ASV60","ASV60",23.8876598594919,-27.2772666068315,5.28430951088878,-5.16193583109096,2.44409077937087e-07,3.45664267368166e-06,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 46"," 15"," 13","  6"
"ASV69","ASV69",10.3020303549425,-24.2783570087334,5.28449034823685,-4.59426650610381,4.34274080734579e-06,2.89030563932288e-05,"Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Unclassified","100","100","100"," 92"," 92"," 92"," 40"
"ASV78","ASV78",10.7986418276725,-24.4569330171899,5.28440850108947,-4.6281306625231,3.68981198893497e-06,2.80993374541971e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100"," 81"," 81"," 78","  2"
"ASV87","ASV87",4.91537183161298,-22.8554291656107,5.28510822384438,-4.32449596064954,1.52881005140795e-05,8.4084552827437e-05,"Stramenopila","Oomycota","Oomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100"," 47"," 47"," 45"," 15"
"ASV116","ASV116",6.63541362359713,-23.8092944509635,5.28477674323021,-4.50526022342632,6.62916551349089e-06,4.10179616147249e-05,"Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Unclassified","100","100","100","100","100","100"," 51"
