Sample_nameITS,Sample_name,Sample_nameVER,Experiment,Sample_or_control,Hundredplot_tree_EP,PrePost_sam_EP,PrePost_EP,Treatuntreat_EP,Lineage_EP,YearSam_EP,YearTrt_EP,YrSinceTrt_EP,YrSinceTrt_Range,YrSinceTrt_BR,Fire_EP,Fire_Mod,Burned1-0_EP,YrSinceBurn_EP,Latitude,Longitude,VegBin,SoilBin,Incubation,Soil,Treatment
HD4336-S18_S177,HD4336-S18_S177_L001,HD4336-S18,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S19_S178,HD4336-S19_S178_L001,HD4336-S19,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S2_S161,HD4336-S2_S161_L001,HD4336-S2,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S20_S179,HD4336-S20_S179_L001,HD4336-S20,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S3_S162,HD4336-S3_S162_L001,HD4336-S3,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S4_S163,HD4336-S4_S163_L001,HD4336-S4,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S5_S164,HD4336-S5_S164_L001,HD4336-S5,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S6_S165,HD4336-S6_S165_L001,HD4336-S6,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S7_S166,HD4336-S7_S166_L001,HD4336-S7,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S8_S167,HD4336-S8_S167_L001,HD4336-S8,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4336-S9_S168,HD4336-S9_S168_L001,HD4336-S9,plots5_samples20,sample,0,0,NA,0,EU1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.33195,-124.40257,1,0,NA,NA,NA
HD4337-S1_S36,HD4337-S1_S36_L001,HD4337-S1,basetree_100plots,sample,1,0,NA,1,EU1,2018,2017,1,<3,1to2,SODtrt,SODtrt,1,1,42.33597,-124.36069,1,0,NA,NA,NA
HD4338-S1_S37,HD4338-S1_S37_L001,HD4338-S1,basetree_100plots,sample,1,0,NA,0,NA1,2018,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30704,-124.39725,1,0,NA,NA,NA
HD4339-S1_S38,HD4339-S1_S38_L001,HD4339-S1,basetree_100plots,sample,1,0,NA,1,EU1,2018,2016,2,<3,1to2,SODtrt,SODtrt,1,2,42.29124,-124.39883,0,0,NA,NA,NA
HD4340-S1_S39,HD4340-S1_S39_L001,HD4340-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2007,12,>3,10to12,SODtrt,SODtrt,1,12,42.12464,-124.27197,1,1,NA,NA,NA
HD4341-S1_S40,HD4341-S1_S40_L001,HD4341-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2007,12,>3,10to12,SODtrt,SODtrt,1,12,42.12455,-124.27132,1,0,NA,NA,NA
HD4342-S1_S41,HD4342-S1_S41_L001,HD4342-S1,basetree_100plots,sample,1,1,pre,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29095,-124.38474,0,1,NA,NA,NA
HD4343-S1_S42,HD4343-S1_S42_L001,HD4343-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2012,7,>3,5to8,SODtrt,SODtrt,1,7,42.04178,-124.10239,0,0,NA,NA,NA
HD4344-S1_S43,HD4344-S1_S43_L001,HD4344-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.04176,-124.1024,1,0,NA,NA,NA
HD4345-S1_S44,HD4345-S1_S44_L001,HD4345-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.04669,-124.09534,1,0,NA,NA,NA
HD4346-S1_S45,HD4346-S1_S45_L001,HD4346-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.04251,-124.10088,0,0,NA,NA,NA
HD4347-S1_S46,HD4347-S1_S46_L001,HD4347-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.2671,-124.308,0,0,NA,NA,NA
HD4348-S1_S47,HD4348-S1_S47_L001,HD4348-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.26547,-124.3096,1,0,NA,NA,NA
HD4349-S1_S48,HD4349-S1_S48_L001,HD4349-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2012,7,>3,5to8,SODtrt,SODtrt,1,7,42.17562,-124.34475,0,0,NA,NA,NA
HD4350-S1_S49,HD4350-S1_S49_L001,HD4350-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29327,-124.38197,0,0,NA,NA,NA
HD4351-S1_S50,HD4351-S1_S50_L001,HD4351-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.28273,-124.30651,1,0,NA,NA,NA
HD4352-S1_S51,HD4352-S1_S51_L001,HD4352-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30655,-124.39801,1,1,NA,NA,NA
HD4353-S1_S52,HD4353-S1_S52_L001,HD4353-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.05744,-124.19982,1,0,NA,NA,NA
HD4354-S1_S53,HD4354-S1_S53_L001,HD4354-S1,basetree_100plots,sample,1,1,pre,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.35349,-124.40664,1,1,NA,NA,NA
HD4355-S1_S54,HD4355-S1_S54_L001,HD4355-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2007,12,>3,10to12,SODtrt,SODtrt,1,12,42.12313,-124.26237,1,0,NA,NA,NA
HD4356-S1_S55,HD4356-S1_S55_L001,HD4356-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2007,12,>3,10to12,SODtrt,SODtrt,1,12,42.122,-124.25945,1,1,NA,NA,NA
HD4357-S1_S56,HD4357-S1_S56_L001,HD4357-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2009,10,>3,10to12,SODtrt,SODtrt,1,10,42.15398,-124.26584,0,0,NA,NA,NA
HD4358-S1_S57,HD4358-S1_S57_L001,HD4358-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2008,11,>3,10to12,SODtrt,SODtrt,1,11,42.13894,-124.25471,0,0,NA,NA,NA
HD4359-S1_S58,HD4359-S1_S58_L001,HD4359-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2009,10,>3,10to12,SODtrt,SODtrt,1,10,42.13223,-124.26122,1,0,NA,NA,NA
HD4360-S1_S59,HD4360-S1_S59_L001,HD4360-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2011,8,>3,5to8,SODtrt,SODtrt,1,8,42.13082,-124.26263,1,0,NA,NA,NA
HD4361-S1_S60,HD4361-S1_S60_L001,HD4361-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2015,4,>3,3to4,wildfire,wildfire,1,2,42.16951,-124.13448,1,0,NA,NA,NA
HD4362-S1_S61,HD4362-S1_S61_L001,HD4362-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2014,5,>3,5to8,wildfire,wildfire,1,2,42.16633,-124.14064,0,0,NA,NA,NA
HD4363-S1_S62,HD4363-S1_S62_L001,HD4363-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2015,4,>3,3to4,wildfire,wildfire,1,2,42.14356,-124.15952,0,0,NA,NA,NA
HD4364-S1_S63,HD4364-S1_S63_L001,HD4364-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2015,4,>3,3to4,wildfire,wildfire,1,2,42.14111,-124.16058,0,0,NA,NA,NA
HD4365-S1_S64,HD4365-S1_S64_L001,HD4365-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2014,5,>3,5to8,SODtrt,SODtrt,1,5,42.10868,-124.28326,0,0,NA,NA,NA
HD4366-S1_S65,HD4366-S1_S65_L001,HD4366-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2014,5,>3,5to8,SODtrt,SODtrt,1,5,42.10656,-124.28467,0,0,NA,NA,NA
HD4367-S1_S66,HD4367-S1_S66_L001,HD4367-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2014,5,>3,5to8,SODtrt,SODtrt,1,5,42.10814,-124.28308,0,0,NA,NA,NA
HD4368-S1_S67,HD4368-S1_S67_L001,HD4368-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2014,5,>3,5to8,SODtrt,SODtrt,1,5,42.10531,-124.28574,0,0,NA,NA,NA
HD4369-S1_S68,HD4369-S1_S68_L001,HD4369-S1,basetree_100plots,sample,1,0,NA,1,NA1,2019,2017,2,<3,1to2,SODtrt,SODtrt,1,2,42.10585,-124.28612,1,0,NA,NA,NA
HD4370-S1_S69,HD4370-S1_S69_L001,HD4370-S1,control_plot,sample,1,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.48899,-124.23937,0,0,NA,NA,NA
HD4371-S10_S109,HD4371-S10_S109_L001,HD4371-S10,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S11_S110,HD4371-S11_S110_L001,HD4371-S11,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S111_19_S70,HD4371-S111_19_S70_L001,HD4371-S112_6,control_plot,sample,1,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S112_7_S100,HD4371-S112_7_S100_L001,HD4371-S1-12_7,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S12_S111,HD4371-S12_S111_L001,HD4371-S12,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S13_S112,HD4371-S13_S112_L001,HD4371-S13,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S14_S113,HD4371-S14_S113_L001,HD4371-S14,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S15_S114,HD4371-S15_S114_L001,HD4371-S15,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S16_S115,HD4371-S16_S115_L001,HD4371-S16,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S17_S116,HD4371-S17_S116_L001,HD4371-S17,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S18_S117,HD4371-S18_S117_L001,HD4371-S18,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S19_S118,HD4371-S19_S118_L001,HD4371-S19,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S2_S101,HD4371-S2_S101_L001,HD4371-S2,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S20_S119,HD4371-S20_S119_L001,HD4371-S20,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S3_S102,HD4371-S3_S102_L001,HD4371-S3,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S4_S103,HD4371-S4_S103_L001,HD4371-S4,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S5_S104,HD4371-S5_S104_L001,HD4371-S5,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S6_S105,HD4371-S6_S105_L001,HD4371-S6,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S7_S106,HD4371-S7_S106_L001,HD4371-S7,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S8_S107,HD4371-S8_S107_L001,HD4371-S8,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4371-S9_S108,HD4371-S9_S108_L001,HD4371-S9,plots5_samples20,sample,0,0,NA,0,uninfested,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.49711,-124.29369,0,0,NA,NA,NA
HD4372-S1_S71,HD4372-S1_S71_L001,HD4372-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29204,-124.32932,1,1,NA,NA,NA
HD4373-S1_S72,HD4373-S1_S72_L001,HD4373-S1,basetree_100plots,sample,1,0,NA,0,NA1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.29474,-124.32393,1,0,NA,NA,NA
HD4374-S1_S73,HD4374-S1_S73_L001,HD4374-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32526,-124.38251,1,0,NA,NA,NA
HD4375-S1_S74,HD4375-S1_S74_L001,HD4375-S1,basetree_100plots,sample,1,0,NA,0,EU1,2019,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.32048,-124.37257,0,0,NA,NA,NA
HD4376-S1_S75,HD4376-S1_S75_L001,HD4376-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.29333,-124.39407,0,0,NA,NA,NA
HD4377-S1_S76,HD4377-S1_S76_L001,HD4377-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.29337,-124.39236,0,0,NA,NA,NA
HD4378-S1_S77,HD4378-S1_S77_L001,HD4378-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.30084,-124.38645,0,0,NA,NA,NA
HD4379-S10_S149,HD4379-S10_S149_L001,HD4379-S10,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S11_S150,HD4379-S11_S150_L001,HD4379-S11,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S112_2_S78,HD4379-S112_2_S78_L001,HD4379-S1-12_2,basetree_100plots,sample,1,1,post,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S112_13_S140,HD4379-S112_13_S140_L001,HD4379-S1-12_13,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S12_S151,HD4379-S12_S151_L001,HD4379-S12,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S13_S152,HD4379-S13_S152_L001,HD4379-S13,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S14_S153,HD4379-S14_S153_L001,HD4379-S14,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S15_S154,HD4379-S15_S154_L001,HD4379-S15,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S16_S155,HD4379-S16_S155_L001,HD4379-S16,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S17_S156,HD4379-S17_S156_L001,HD4379-S17,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S18_S157,HD4379-S18_S157_L001,HD4379-S18,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S19_S158,HD4379-S19_S158_L001,HD4379-S19,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S2_S141,HD4379-S2_S141_L001,HD4379-S2,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S20_S159,HD4379-S20_S159_L001,HD4379-S20,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S3_S142,HD4379-S3_S142_L001,HD4379-S3,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S4_S143,HD4379-S4_S143_L001,HD4379-S4,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S5_S144,HD4379-S5_S144_L001,HD4379-S5,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S6_S145,HD4379-S6_S145_L001,HD4379-S6,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S7_S146,HD4379-S7_S146_L001,HD4379-S7,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S8_S147,HD4379-S8_S147_L001,HD4379-S8,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4379-S9_S148,HD4379-S9_S148_L001,HD4379-S9,plots5_samples20,sample,0,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32142,-124.40442,1,1,NA,NA,NA
HD4380-S1_S79,HD4380-S1_S79_L001,HD4380-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.33895,-124.4087,1,1,NA,NA,NA
HD4381-S1_S80,HD4381-S1_S80_L001,HD4381-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.33172,-124.3946,0,0,NA,NA,NA
HD4382-S1_S81,HD4382-S1_S81_L001,HD4382-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.3536,-124.40678,0,1,NA,NA,NA
HD4383-S1_S82,HD4383-S1_S82_L001,HD4383-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.297,-124.38137,0,0,NA,NA,NA
HD4384-S1_S83,HD4384-S1_S83_L001,HD4384-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.29542,-124.38308,0,0,NA,NA,NA
HD4385-S1_S84,HD4385-S1_S84_L001,HD4385-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.3103,-124.39847,0,0,NA,NA,NA
HD4386-S1_S85,HD4386-S1_S85_L001,HD4386-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.33622,-124.35783,1,0,NA,NA,NA
HD4387-S1_S86,HD4387-S1_S86_L001,HD4387-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.33622,-124.35761,1,1,NA,NA,NA
HD4388-S1_S87,HD4388-S1_S87_L001,HD4388-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.29096,-124.38458,0,0,NA,NA,NA
HD4389-S1_S88,HD4389-S1_S88_L001,HD4389-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.34534,-124.41411,0,0,NA,NA,NA
HD4390-S1_S89,HD4390-S1_S89_L001,HD4390-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.33229,-124.38386,1,0,NA,NA,NA
HD4391-S1_S90,HD4391-S1_S90_L001,HD4391-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.32713,-124.40679,0,0,NA,NA,NA
HD4392-S1_S91,HD4392-S1_S91_L001,HD4392-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2017,3,>3,3to4,SODtrt,SODtrt,1,3,42.30636,-124.40015,0,0,NA,NA,NA
HD4393-S1_S92,HD4393-S1_S92_L001,HD4393-S1,basetree_100plots,sample,1,0,NA,0,EU1,2020,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.31258,-124.40617,1,0,NA,NA,NA
HD4394-S1_S93,HD4394-S1_S93_L001,HD4394-S1,basetree_100plots,sample,1,0,NA,0,EU1,2020,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30941,-124.40005,1,1,NA,NA,NA
HD4395-S1_S94,HD4395-S1_S94_L001,HD4395-S1,basetree_100plots,sample,1,0,NA,0,EU1,2020,9999,untreated,untreated,untreated,unburned,untreated,0,unburned,42.30888,-124.39334,1,0,NA,NA,NA
HD4396-S1_S95,HD4396-S1_S95_L001,HD4396-S1,basetree_100plots,sample,1,0,NA,1,EU1,2020,2018,2,<3,1to2,SODtrt,SODtrt,1,2,42.33277,-124.38366,1,0,NA,NA,NA
HD4397-S10_S189,HD4397-S10_S189_L001,HD4397-S10,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S112_6_S96,HD4397-S112_6_S96_L001,HD4397-S1-12_6,basetree_100plots,sample,1,1,post,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S112_16_S180,HD4397-S112_16_S180_L001,HD4397-S1-12_16,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S11_S190,HD4397-S11_S190_L001,HD4397-S11,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S12_S191,HD4397-S12_S191_L001,HD4397-S12,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S13_S192,HD4397-S13_S192_L001,HD4397-S13,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S14_S193,HD4397-S14_S193_L001,HD4397-S14,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S15_S194,HD4397-S15_S194_L001,HD4397-S15,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S16_S195,HD4397-S16_S195_L001,HD4397-S16,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S17_S196,HD4397-S17_S196_L001,HD4397-S17,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S18_S197,HD4397-S18_S197_L001,HD4397-S18,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
