"factor_name","alpha_index","chi_squared","df","pvalue"
"Treatuntreat_EP","Observed",11.3236378007928,1,0.000765266449181461
"Treatuntreat_EP","InvSimpson",6.82661838510893,1,0.00898091401533709
"Treatuntreat_EP","Shannon",8.56414459055969,1,0.00342848023824476
"Fire_Mod","Observed",11.485180854709,2,0.00320645142837278
"Fire_Mod","InvSimpson",10.2480379786502,2,0.00595205352137609
"Fire_Mod","Shannon",9.44046777107997,2,0.00891309366091273
"YrSinceTrt_BR","Observed",15.7360177312759,4,0.00339463656372573
"YrSinceTrt_BR","InvSimpson",9.28861746718894,4,0.054276658849633
"YrSinceTrt_BR","Shannon",14.0510228622474,4,0.00713397972264846
