"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV71","ASV71",31.6358781543551,-22.1728964542475,3.19772880872664,-6.93395149511659,4.09245023828485e-12,4.67030421193067e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV74","ASV74",11.7405684207087,-22.9080374083452,6.04414874573119,-3.79011807486117,0.00015057569091853,0.0373558648861363,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Unclassified"
"ASV106","ASV106",26.8183221895799,-22.4435352621254,2.61542879316105,-8.58120676839372,9.38829492166299e-18,5.3569610823009e-14,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unclassified"
"ASV119","ASV119",29.1035821248473,-21.963654078426,2.64510787544795,-8.30350031554252,1.01088106859039e-16,2.88404368868838e-13,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unclassified"
"ASV163","ASV163",15.3963870249685,-21.3899424427393,3.34987457926746,-6.38529650486701,1.71065686939533e-10,1.39442972810996e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV183","ASV183",21.7944360365284,-21.8768882387126,2.95265608969153,-7.40922328038484,1.27041260222006e-13,2.41632476942256e-10,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV220","ASV220",15.0468770849592,-21.887686554283,3.13578291616401,-6.97997506187645,2.95232464606533e-12,4.21149110761219e-09,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_madagascariense"
"ASV228","ASV228",18.1838830297224,-24.1690260116906,4.45455146704298,-5.42569239361253,5.77303074849372e-08,4.11761418136314e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV230","ASV230",16.8831189333482,-22.1104038405045,5.33956806867918,-4.14086000142963,3.46006102593257e-05,0.00940148010189108,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Unclassified"
"ASV231","ASV231",22.9080867208636,-24.1458868149558,5.34579959302924,-4.51679611155669,6.27823023628772e-06,0.00238823878188385,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
