"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV241","ASV241",12.9737344293099,-21.3875025165766,4.40621266266703,-4.85394241131136,1.21030896705456e-06,0.000531232535847179,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified"
"ASV408","ASV408",8.27952574193955,-21.0884753978225,4.26331110364169,-4.94650164746572,7.5559088487407e-07,0.000391945599008313,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV485","ASV485",9.59880900468128,-21.7021268707433,4.8900377675349,-4.43802847798525,9.07866097969577e-06,0.00304722585589083,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Unclassified"
"ASV508","ASV508",6.09836123535929,-21.9459543461708,5.13048269270286,-4.27756132525011,1.88951913290944e-05,0.00567452430125329,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV536","ASV536",7.23828498089412,-20.2048767743056,2.94625226915708,-6.85782306756992,6.99177773700618e-12,6.64918062789287e-09,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV599","ASV599",8.79202913978838,-25.6514643006969,4.89168465710374,-5.24389164445539,1.57224555205209e-07,9.53743552204822e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Unclassified"
"ASV604","ASV604",9.208583155079,-21.2354381682628,4.59660067485612,-4.61981356884509,3.84085003426194e-06,0.00156542073539276,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV608","ASV608",9.47695120479532,-19.9616413169604,4.66584652512761,-4.27824644669691,1.88371398868308e-05,0.00567452430125329,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella","Unclassified"
"ASV671","ASV671",8.03190327768066,-22.7559535054927,4.3488856463657,-5.23259413006399,1.67147485489804e-07,9.53743552204822e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV779","ASV779",6.20485539318174,-22.2238506932519,4.57847706428816,-4.85398318724725,1.21005999668808e-06,0.000531232535847179,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV825","ASV825",6.93194097472431,-21.7599269374319,4.87695182933212,-4.46178836677414,8.12784766400699e-06,0.00289859367317649,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Unclassified"
"ASV863","ASV863",5.48984705086857,-21.1289575476136,5.21872542696638,-4.04868158773699,5.15069629956488e-05,0.0133590332205987,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Unclassified","Unclassified"
"ASV954","ASV954",6.30983699480957,20.2589824957244,4.79703984135597,4.22322581544327,2.40830306305215e-05,0.00687088863888778,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
