"factor_name","alpha_index","Comparison","Z","P.unadj","P.adj"
"Fire_Mod","Observed","Treated - Untreated",3.26908450231233,0.00107896073423891,0.00323688220271674
"Fire_Mod","Observed","Treated - Wildfire",0.401924189264759,0.687739820021212,0.687739820021212
"Fire_Mod","Observed","Untreated - Wildfire",-1.92787407858622,0.05387079066062,0.08080618599093
"Fire_Mod","InvSimpson","Treated - Untreated",3.11668335873459,0.00182897902235452,0.00548693706706356
"Fire_Mod","InvSimpson","Treated - Wildfire",1.84970797520616,0.0643556504221475,0.0965334756332212
"Fire_Mod","InvSimpson","Untreated - Wildfire",-0.344949274741403,0.730132505593751,0.730132505593751
"Fire_Mod","Shannon","Treated - Untreated",3.06364863044718,0.00218655558658321,0.00655966675974962
"Fire_Mod","Shannon","Treated - Wildfire",0.9361213492493,0.349210712080712,0.349210712080712
"Fire_Mod","Shannon","Untreated - Wildfire",-1.23714753109265,0.21603231650241,0.324048474753615
"YrSinceTrt_BR","Observed","10to12 - 1to2",-1.41365288196079,0.157463846207025,0.31492769241405
"YrSinceTrt_BR","Observed","10to12 - 3to4",-1.24930606368695,0.211553150953728,0.352588584922881
"YrSinceTrt_BR","Observed","1to2 - 3to4",-0.133687667434674,0.893649557579266,0.893649557579266
"YrSinceTrt_BR","Observed","10to12 - 5to8",-2.09451409997443,0.03621420836056,0.120714027868533
"YrSinceTrt_BR","Observed","1to2 - 5to8",-1.23302013931484,0.217568250490034,0.310811786414334
"YrSinceTrt_BR","Observed","3to4 - 5to8",-0.874873434482061,0.381642775081786,0.477053468852233
"YrSinceTrt_BR","Observed","10to12 - untreated",0.20926427778336,0.834241936582889,0.926935485092099
"YrSinceTrt_BR","Observed","1to2 - untreated",2.87823071817507,0.00399912540543327,0.0199956270271663
"YrSinceTrt_BR","Observed","3to4 - untreated",1.90672380607103,0.0565563625436418,0.141390906359105
"YrSinceTrt_BR","Observed","5to8 - untreated",3.04678601368044,0.00231302308814348,0.0231302308814348
"YrSinceTrt_BR","InvSimpson","10to12 - 1to2",-0.156399566690014,0.875718078703272,0.875718078703272
"YrSinceTrt_BR","InvSimpson","10to12 - 3to4",-0.806941386442907,0.41970025318449,0.524625316480612
"YrSinceTrt_BR","InvSimpson","1to2 - 3to4",-0.884576854872126,0.376384894385119,0.627308157308532
"YrSinceTrt_BR","InvSimpson","10to12 - 5to8",-1.15520030059195,0.248008411671123,0.496016823342246
"YrSinceTrt_BR","InvSimpson","1to2 - 5to8",-1.33754501952355,0.181044797348265,0.452611993370662
"YrSinceTrt_BR","InvSimpson","3to4 - 5to8",-0.360482223582332,0.718486547854637,0.798318386505152
"YrSinceTrt_BR","InvSimpson","10to12 - untreated",0.834816085684684,0.403821267527254,0.576887525038935
"YrSinceTrt_BR","InvSimpson","1to2 - untreated",1.71756620542955,0.085875768882282,0.28625256294094
"YrSinceTrt_BR","InvSimpson","3to4 - untreated",1.97244253182144,0.0485591105912632,0.242795552956316
"YrSinceTrt_BR","InvSimpson","5to8 - untreated",2.44219294762247,0.0145983420512921,0.145983420512921
"YrSinceTrt_BR","Shannon","10to12 - 1to2",-0.967921808137696,0.333083421933857,0.47583345990551
"YrSinceTrt_BR","Shannon","10to12 - 3to4",-1.45492138698503,0.145691026224862,0.242818377041437
"YrSinceTrt_BR","Shannon","1to2 - 3to4",-0.871319250053058,0.383579862535675,0.479474828169593
"YrSinceTrt_BR","Shannon","10to12 - 5to8",-2.14294509542583,0.0321175073329784,0.107058357776595
"YrSinceTrt_BR","Shannon","1to2 - 5to8",-1.76620757534001,0.0773610306162199,0.15472206123244
"YrSinceTrt_BR","Shannon","3to4 - 5to8",-0.712172197808996,0.476358150892857,0.529286834325397
"YrSinceTrt_BR","Shannon","10to12 - untreated",0.202246424971668,0.839724081067936,0.839724081067936
"YrSinceTrt_BR","Shannon","1to2 - untreated",2.07235304709164,0.0382325287013005,0.0955813217532512
"YrSinceTrt_BR","Shannon","3to4 - untreated",2.17663756351381,0.0295076201700562,0.147538100850281
"YrSinceTrt_BR","Shannon","5to8 - untreated",3.1046810679012,0.00190484297364849,0.0190484297364849
