"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Treatuntreat_EP",1,0.369625693585128,0.0185145266825572,1.56918473735471,0.0219,0.0219,0.0438,0.02
"YrSinceTrt_BR",3,0.985802309983071,0.0493787728739278,1.39502021073487,0.0119,0.0219,0.0238,0.199
