"","YrSinceTrt_BR","Kingdom","Phylum","Class","Order","Family","Genus","Abundance","Prevalence","Total_Abundance","Percentage"
"616","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",276,3,776789,0.0355308841912025
"617","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",107,2,776789,0.0137746543784734
"618","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",171,3,776789,0.0220136999880276
"619","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",38,1,776789,0.00489193333067281
"620","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya",7,1,776789,0.000901145613544991
"621","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia",16,1,776789,0.00205976140238855
"622","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas",31,1,776789,0.00399078771712782
"623","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus",129,3,776789,0.0166068263067577
"624","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Amnibacterium",202,1,776789,0.0260044877051555
"625","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",57,1,776789,0.00733789999600921
"626","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux",63,1,776789,0.00811031052190492
"627","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Humibacter",12,1,776789,0.00154482105179141
"628","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter",46,1,776789,0.00592181403186708
"629","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",10,1,776789,0.00128735087649284
"630","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",35,1,776789,0.00450572806772495
"631","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",27,1,776789,0.00347584736653068
"632","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora",111,2,776789,0.0142895947290706
"633","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis",524,4,776789,0.067457185928225
"634","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella",1023,3,776789,0.131695994665218
"635","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kutzneria",31,1,776789,0.00399078771712782
"636","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptacidiphilus",270,3,776789,0.0347584736653068
"637","3 to 4","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus",78,1,776789,0.0100413368366442
"638","3 to 4","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",16,1,776789,0.00205976140238855
"639","3 to 4","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",2057,4,776789,0.264808075294578
"640","3 to 4","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas",117,2,776789,0.0150620052549663
"641","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas",16,1,776789,0.00205976140238855
"642","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",14,1,776789,0.00180229122708998
"643","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",860,3,776789,0.110712175378385
"644","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",406,2,776789,0.0522664455856095
"645","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",197,3,776789,0.025360812266909
"646","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",17,1,776789,0.00218849649003784
"647","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium",7,1,776789,0.000901145613544991
"648","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia",908,4,776789,0.11689145958555
"649","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",95,1,776789,0.012229833326682
"650","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",51,1,776789,0.0065654894701135
"651","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",93,1,776789,0.0119723631513835
"652","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",32,1,776789,0.0041195228047771
"653","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",102,3,776789,0.013130978940227
"654","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Siphonobacter",18,1,776789,0.00231723157768712
"655","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",25,1,776789,0.00321837719123211
"656","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",6,1,776789,0.000772410525895707
"657","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",12,1,776789,0.00154482105179141
"658","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",65,1,776789,0.00836778069720349
"659","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma",15,1,776789,0.00193102631473927
"660","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",34,1,776789,0.00437699298007567
"661","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",3630,4,776789,0.467308368166902
"662","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",211,2,776789,0.027163103493999
"663","3 to 4","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pseudosphingobacterium",28,1,776789,0.00360458245417996
"664","3 to 4","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax",4,1,776789,0.000514940350597138
"665","3 to 4","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",6,1,776789,0.000772410525895707
"666","3 to 4","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",196,4,776789,0.0252320771792597
"667","3 to 4","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",54,2,776789,0.00695169473306136
"668","3 to 4","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella",75,1,776789,0.00965513157369633
"669","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-2",31,1,776789,0.00399078771712782
"670","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-3",58,1,776789,0.0074666350836585
"671","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1959-1",337,3,776789,0.0433837245378089
"672","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473",124,4,776789,0.0159631508685113
"673","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB OF53-F07",308,2,776789,0.0396504069959796
"674","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","JG30a-KF-32",113,3,776789,0.0145470649043691
"675","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacter",107,3,776789,0.0137746543784734
"676","3 to 4","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix",7,1,776789,0.000901145613544991
"677","3 to 4","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus",1496,4,776789,0.19258769112333
"678","3 to 4","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",156,4,776789,0.0200826736732884
"679","3 to 4","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",66,2,776789,0.00849651578485277
"680","3 to 4","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",9,1,776789,0.00115861578884356
"681","3 to 4","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus",71,2,776789,0.00914019122309919
"682","3 to 4","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus",58,1,776789,0.0074666350836585
"683","3 to 4","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus",24,1,776789,0.00308964210358283
"684","3 to 4","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Pullulanibacillus",10,1,776789,0.00128735087649284
"685","3 to 4","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella",36,2,776789,0.00463446315537424
"686","3 to 4","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",252,4,776789,0.0324412420876197
"687","3 to 4","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Shimazuella",10,1,776789,0.00128735087649284
"688","3 to 4","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoflavimicrobium",54,2,776789,0.00695169473306136
"689","3 to 4","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13",10,1,776789,0.00128735087649284
"690","3 to 4","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Clostridioides",2,1,776789,0.000257470175298569
"691","3 to 4","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",427,4,776789,0.0549698824262444
"692","3 to 4","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",515,4,776789,0.0662985701393815
"693","3 to 4","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10",17,1,776789,0.00218849649003784
"694","3 to 4","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",66,3,776789,0.00849651578485277
"695","3 to 4","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",369,4,776789,0.047503247342586
"696","3 to 4","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis",32,2,776789,0.0041195228047771
"697","3 to 4","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter",25,1,776789,0.00321837719123211
"698","3 to 4","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Minicystis",42,2,776789,0.00540687368126995
"699","3 to 4","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",164,4,776789,0.0211125543744826
"700","3 to 4","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",69,2,776789,0.00888272104780062
"701","3 to 4","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata",5,1,776789,0.000643675438246422
"702","3 to 4","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera",296,4,776789,0.0381055859441882
"703","3 to 4","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera",68,2,776789,0.00875398596015134
"704","3 to 4","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera",52,1,776789,0.00669422455776279
"705","3 to 4","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",3,1,776789,0.000386205262947853
"706","3 to 4","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",25,2,776789,0.00321837719123211
"707","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus",116,2,776789,0.014933270167317
"708","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium",33,3,776789,0.00424825789242639
"709","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella",23,1,776789,0.00296090701593354
"710","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila",33,2,776789,0.00424825789242639
"711","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum",216,3,776789,0.0278067789322454
"712","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseococcus",26,1,776789,0.0033471122788814
"713","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",58,1,776789,0.0074666350836585
"714","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus",85,4,776789,0.0109424824501892
"715","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",23,3,776789,0.00296090701593354
"716","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",29,1,776789,0.00373331754182925
"717","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",111,2,776789,0.0142895947290706
"718","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",647,4,776789,0.083291601709087
"719","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",5,1,776789,0.000643675438246422
"720","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",11,1,776789,0.00141608596414213
"721","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Paracaedibacter",6,1,776789,0.000772410525895707
"722","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Parvibaculum",9,1,776789,0.00115861578884356
"723","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",215,4,776789,0.0276780438445962
"724","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","1174-901-12",8,1,776789,0.00102988070119428
"725","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",25,1,776789,0.00321837719123211
"726","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",14,2,776789,0.00180229122708998
"727","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocapsa",957,4,776789,0.123199478880365
"728","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella",59,1,776789,0.00759537017130778
"729","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula",142,2,776789,0.0182803824461984
"730","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus",961,4,776789,0.123714419230962
"731","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea",46,1,776789,0.00592181403186708
"732","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",194,2,776789,0.0249746070039612
"733","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",53,2,776789,0.00682295964541207
"734","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",40,2,776789,0.00514940350597138
"735","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys",9,1,776789,0.00115861578884356
"736","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",192,3,776789,0.0247171368286626
"737","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",29,1,776789,0.00373331754182925
"738","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Neorhizobium",35,1,776789,0.00450572806772495
"739","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",49,1,776789,0.00630801929481494
"740","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudorhizobium",26,1,776789,0.0033471122788814
"741","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",4,1,776789,0.000514940350597138
"742","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella",5,1,776789,0.000643675438246422
"743","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",306,4,776789,0.039392936820681
"744","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",50,1,776789,0.00643675438246422
"745","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",1138,4,776789,0.146500529744886
"746","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",1130,4,776789,0.145470649043691
"747","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",334,4,776789,0.042997519274861
"748","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga",79,2,776789,0.0101700719242935
"749","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira",19,1,776789,0.0024459666653364
"750","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",77,1,776789,0.0099126017489949
"751","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",94,2,776789,0.0121010982390327
"752","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas",87,1,776789,0.0111999526254877
"753","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12",75,3,776789,0.00965513157369633
"754","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis",13,1,776789,0.0016735561394407
"755","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",62,1,776789,0.00798157543425563
"756","3 to 4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",652,3,776789,0.0839352771473334
"757","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",12,2,776789,0.00154482105179141
"758","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",1014,4,776789,0.130537378876374
"759","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter",18,1,776789,0.00231723157768712
"760","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Robbsia",19,1,776789,0.0024459666653364
"761","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas",345,3,776789,0.0444136052390031
"762","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",45,1,776789,0.0057930789442178
"763","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix",145,1,776789,0.0186665877091462
"764","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter",69,2,776789,0.00888272104780062
"765","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",1101,3,776789,0.141737331501862
"766","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",108,1,776789,0.0139033894661227
"767","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Sphaerotilus",69,2,776789,0.00888272104780062
"768","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",92,1,776789,0.0118436280637342
"769","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067",208,3,776789,0.0267768982310512
"770","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6",128,1,776789,0.0164780912191084
"771","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",71,2,776789,0.00914019122309919
"772","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",740,3,776789,0.0952639648604705
"773","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",285,1,776789,0.0366894999800461
"774","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter",56,2,776789,0.00720916490835993
"775","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Rugamonas",32,1,776789,0.0041195228047771
"776","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella",13,2,776789,0.0016735561394407
"777","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",24,2,776789,0.00308964210358283
"778","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Rickettsiella",34,1,776789,0.00437699298007567
"779","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",1273,4,776789,0.163879766577539
"780","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Ovatusbacter",22,1,776789,0.00283217192828426
"781","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",118,4,776789,0.0151907403426156
"782","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",127,3,776789,0.0163493561314591
"783","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges",179,4,776789,0.0230435806892219
"784","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",114,3,776789,0.0146757999920184
"785","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Alkanibacter",16,1,776789,0.00205976140238855
"786","3 to 4","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",40,2,776789,0.00514940350597138
"787","3 to 4","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia",6,1,776789,0.000772410525895707
"788","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",3373,4,776789,0.434223450641036
"789","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",712,4,776789,0.0916593824062905
"790","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29",30,1,776789,0.00386205262947853
"791","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",62,1,776789,0.00798157543425563
"792","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter",715,4,776789,0.0920455876692384
"793","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera",11,1,776789,0.00141608596414213
"794","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",85,3,776789,0.0109424824501892
"795","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",182,3,776789,0.0234297859521698
"796","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",400,4,776789,0.0514940350597138
"797","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin118",19,1,776789,0.0024459666653364
"798","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin516",230,3,776789,0.0296090701593354
"799","3 to 4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517",53,3,776789,0.00682295964541207
