"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV112","ASV112",17.4713758317096,-22.0764462434866,2.57966925113011,-8.5578592037779,1.14982667277605e-17,4.5705610242848e-14,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina","Unclassified"
"ASV137","ASV137",19.1940618322311,-22.6986300987886,3.30026289432146,-6.87782483566524,6.07733305633082e-12,8.05246629963834e-09,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Unclassified","Unclassified"
"ASV184","ASV184",15.0463813998105,-22.8869130217332,4.76351553329624,-4.80462651202819,1.5504064330587e-06,0.000474066582416026,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unclassified"
"ASV192","ASV192",13.5976799780698,-18.881016723679,3.47354278066086,-5.43566551959576,5.45922800677284e-08,4.00231492373468e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense"
"ASV228","ASV228",18.1838830297224,19.9205796089484,4.03058683775782,4.94235217123619,7.71856272840669e-07,0.000278920789503787,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV231","ASV231",22.9080867208636,22.9351889880948,4.84589217355729,4.73291360324645,2.21319710113052e-06,0.000628389891213845,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV248","ASV248",21.0918520665465,-23.0332741932764,2.77587383175401,-8.29766610059585,1.06176592433244e-16,2.11025977461072e-13,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6","Unclassified"
"ASV298","ASV298",10.7897078386806,-21.5221664434823,3.97265574515764,-5.41757650904339,6.04123007356179e-08,4.00231492373468e-05,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV301","ASV301",10.2671273015278,-23.0935880390017,3.80529653205341,-6.06880116818124,1.28868570920975e-09,1.28063142352719e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV508","ASV508",6.09836123535929,19.2351688042875,4.65881897051803,4.12876502092303,3.64716893527092e-05,0.00805416473205662,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV599","ASV599",8.79202913978838,20.2677800750383,4.43224127862256,4.5728061269573,4.81235380571839e-06,0.00127527375851537,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Unclassified"
"ASV615","ASV615",14.8000210933237,-22.1452663272725,5.26744859980607,-4.20417321738798,2.62038213477517e-05,0.00612706999160665,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV671","ASV671",8.03190327768066,20.9063395925626,3.92835603362755,5.32190550286175,1.02685912927548e-07,5.83109291267146e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV779","ASV779",6.20485539318174,21.8363767963118,4.13849641807592,5.27640345438889,1.31743869928056e-07,6.54602353705029e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"ASV811","ASV811",6.75476020718968,21.6518448219549,5.40497959250378,4.00590685892395,6.17799918056548e-05,0.0122787733713739,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Unclassified"
"ASV825","ASV825",6.93194097472431,22.1013284995503,4.41379582418263,5.00732915157968,5.51905021515763e-07,0.000219382246052516,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Unclassified"
"ASV848","ASV848",7.57029849413613,23.3828882812821,4.66461298704138,5.01282493236661,5.36366934750481e-07,0.000219382246052516,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Unclassified","Unclassified"
"ASV1099","ASV1099",4.87277048418979,22.4233880372694,4.63475037525115,4.83810048476544,1.31085869105383e-06,0.00043422194141158,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_saalfeldensis"
