"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV151","ASV151",22.8813870077776,20.426082286586,2.58324434880933,7.9071429290074,2.63363192472994e-15,2.77058078481589e-12,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Edaphobacter","Unclassified"
"ASV207","ASV207",15.7679748545,20.1046950112078,3.17008510123407,6.34200482611059,2.26794209901059e-10,5.96468772039785e-08,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV265","ASV265",11.3468339334135,20.1370024168651,3.39310612424862,5.93468099124788,2.94417386909557e-09,5.16211818381423e-07,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV267","ASV267",8.1434956398176,20.3991295720112,4.71948167738566,4.32232413778777,1.54394137803611e-05,0.00162422632969399,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unclassified"
"ASV275","ASV275",26.906299379142,7.45752970244018,1.9527805819673,3.81892864528958,0.000134032522539526,0.0108463241316601,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB OF53-F07","Unclassified"
"ASV276","ASV276",7.35294637517163,19.3575386107831,4.97931272490467,3.88759246109688,0.000101243426608314,0.0088756737326622,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","Unclassified"
"ASV293","ASV293",15.8850173911217,20.3746662001746,3.16330978604011,6.44093293995084,1.18741332162305e-10,4.16386271449151e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","Unclassified"
"ASV303","ASV303",21.8256147666641,19.8297979367281,2.93273830822378,6.76152996028416,1.36542072903278e-11,7.18211303471244e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV315","ASV315",10.2437518849373,20.5105423637307,5.60162313224808,3.66153557272591,0.000250708041419401,0.0164840537233256,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Unclassified"
"ASV345","ASV345",11.0002403867604,19.527275340684,3.40299169386041,5.7382671182873,9.56501722815858e-09,1.43748544628897e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Actimicrobium","Unclassified"
"ASV353","ASV353",20.4595336090463,19.3437220029663,3.1874779707478,6.06866060894787,1.28981388380673e-09,2.71376841152935e-07,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
"ASV400","ASV400",8.61482889783705,18.9992348670672,4.8381276020531,3.92698093762652,8.60187956684996e-05,0.00822652482211469,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
"ASV408","ASV408",8.27952574193955,20.6356358554076,4.03964720557996,5.10827673934091,3.25110251986365e-07,4.2751998136207e-05,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV440","ASV440",4.16109361686252,18.0438449203401,4.78538176774398,3.77061764266441,0.000162844013743239,0.0122365644612777,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified"
"ASV968","ASV968",5.29263676759746,17.6952669323155,4.81845120927748,3.67239724213559,0.000240285782333122,0.0164840537233256,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","Unclassified"
"ASV1366","ASV1366",4.32055141933191,-25.3218426041185,5.69502769889324,-4.44630718987362,8.73590027318334e-06,0.00102112967637654,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
