"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV71","ASV71",31.6358781543551,-22.8613332509906,3.1011715963512,-7.3718375590338,1.68292005353044e-13,8.59972147354056e-11,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV153","ASV153",21.7383091722331,-18.8903242231784,3.50890622701047,-5.38353635037793,7.30364894726716e-08,9.3304115301338e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Unclassified"
"ASV179","ASV179",18.1229195355348,-6.70849605699394,2.12291347275419,-3.16004215107768,0.00157746315790955,0.0424254565100938,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV184","ASV184",15.0463813998105,-21.7796477257027,5.04521309661263,-4.31689352037987,1.58240444281202e-05,0.000735098791160857,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unclassified"
"ASV192","ASV192",13.5976799780698,-17.2905377122999,3.67875934040345,-4.70010025456125,2.60033800064025e-06,0.00016033827325548,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense"
"ASV205","ASV205",13.1308045648205,-21.6301730468156,4.10283629553165,-5.27200489826337,1.34941475626666e-07,1.14925156742044e-05,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Unclassified","Unclassified"
"ASV220","ASV220",15.0468770849592,-21.0498156807895,3.0417602274897,-6.92027448138524,4.50769384841054e-12,7.67810518845929e-10,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_madagascariense"
"ASV230","ASV230",16.8831189333482,-21.3195968433551,5.17222710001162,-4.12193750025153,3.75699142308502e-05,0.00147678662861265,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Unclassified"
"ASV241","ASV241",12.9737344293099,-21.3883963824158,4.2693533563007,-5.0097507977059,5.45005608911649e-07,3.97854094505504e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified"
"ASV301","ASV301",10.2671273015278,-21.3795169501253,4.03081745288436,-5.3040151780693,1.13282887492139e-07,1.14925156742044e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV485","ASV485",9.59880900468128,-19.8605138763378,4.73816952852027,-4.19160052353386,2.76993408243068e-05,0.00117953026343506,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Unclassified"
"ASV536","ASV536",7.23828498089412,-19.886300130415,2.85845665246125,-6.95700601696798,3.47580119494864e-12,7.67810518845929e-10,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV608","ASV608",9.47695120479532,-20.6807332254908,4.51977553039877,-4.57561068827375,4.74832829621049e-06,0.000242639575936356,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella","Unclassified"
"ASV615","ASV615",14.8000210933237,-21.098412521184,5.57870732071289,-3.78195365131431,0.000155602338641285,0.00530085300304643,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV788","ASV788",6.08186270880058,-18.2683579091736,4.51354782766256,-4.04744972396454,5.17786989084531e-05,0.00188992251015854,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Rugosimonospora","Unclassified"
"ASV811","ASV811",6.75476020718968,21.1909168833837,5.72422053046719,3.70197422873471,0.000213928352092286,0.00683233674494738,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Unclassified"
"ASV848","ASV848",7.57029849413613,23.1291698609319,4.93872697600447,4.68322504428942,2.82396175988125e-06,0.00016033827325548,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Unclassified","Unclassified"
"ASV863","ASV863",5.48984705086857,-16.498255801713,5.06377352703342,-3.25809511693909,0.00112162804653253,0.0318417739876735,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Unclassified","Unclassified"
"ASV1366","ASV1366",4.32055141933191,20.487040842734,5.81620250997518,3.52240844564771,0.000427644722773987,0.0128544972551475,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
