"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Fire_Mod",1,0.7740546636342,0.0310697570273416,3.15470464108035,1e-04,3e-04,3e-04,0.013
"Treatuntreat_EP",1,0.666713872808368,0.0267612082299955,2.71723102725879,2e-04,3e-04,6e-04,0.002
"YrSinceTrt_BR",3,0.899079531680017,0.0360881264721057,1.22141691215738,0.0755,0.0755,0.2265,0.011
