"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV74","ASV74",11.7405684207087,-23.1828076521414,5.72848315218472,-4.046936516397,5.18923074164165e-05,0.00731681534571473,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Unclassified"
"ASV112","ASV112",17.4713758317096,-22.6076007359334,2.66775253103697,-8.47439950779306,2.36295209683211e-17,2.99858621087994e-14,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina","Unclassified"
"ASV298","ASV298",10.7897078386806,-21.710213526001,4.11502212298439,-5.27584369589144,1.32146687990384e-07,4.46785921633548e-05,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV315","ASV315",10.2437518849373,-23.3255342443384,5.60203508867807,-4.16376082532582,3.13048040717741e-05,0.00496572454588516,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Unclassified"
"ASV408","ASV408",8.27952574193955,-22.9876823810772,4.03980332773459,-5.69029740216785,1.26818298720997e-08,8.04662105384729e-06,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV604","ASV604",9.208583155079,-22.9300580793774,4.35588070598568,-5.26416117132588,1.40830865763136e-07,4.46785921633548e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV615","ASV615",14.8000210933237,-22.9999924186147,5.45893543064385,-4.21327431159998,2.51695073593725e-05,0.00456287211986338,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV753","ASV753",7.35984750900473,-18.6861415066318,4.7133346260939,-3.9645268136028,7.35416805046212e-05,0.00933243925603643,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unclassified"
"ASV796","ASV796",7.82442738873556,-22.2876204444575,4.53900528766745,-4.91024333128965,9.09634468775665e-07,0.000230865228175264,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unclassified"
"ASV895","ASV895",4.75491222234162,-21.7403173690647,5.72885638710353,-3.79487909978077,0.000147715418810105,0.0170409878609112,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","Unclassified"
"ASV954","ASV954",6.30983699480957,21.7739565152063,4.54396279588365,4.79184304390238,1.65256165566357e-06,0.000349516790172846,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
"ASV1366","ASV1366",4.32055141933191,20.5651416893718,5.69803251776494,3.60916537862064,0.000307183737533764,0.0324846802441955,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
