"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV71","ASV71",31.6358781543551,-22.2764763258582,3.9039123478151,-5.70619274746925,1.15531165467718e-08,2.79970524316771e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV112","ASV112",17.4713758317096,20.5769851982836,3.41907179370975,6.01829573632827,1.76262951076054e-09,1.28143165432291e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina","Unclassified"
"ASV137","ASV137",19.1940618322311,20.352137308939,4.40495872052175,4.62027878130226,3.83224760205292e-06,0.000348255500836559,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Unclassified","Unclassified"
"ASV184","ASV184",15.0463813998105,-21.2849502241129,6.43770043499774,-3.30629709148938,0.000945377932871077,0.0334745628546916,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unclassified"
"ASV192","ASV192",13.5976799780698,-22.8431469297127,4.6921078180814,-4.86841901664852,1.12494605099738e-06,0.000116833682725014,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense"
"ASV205","ASV205",13.1308045648205,-20.2255624220922,5.1920262147598,-3.89550468073433,9.79944695666497e-05,0.0064765435795413,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Unclassified","Unclassified"
"ASV220","ASV220",15.0468770849592,-22.1237545331339,3.82662806345288,-5.78152727839741,7.40254747031114e-09,2.6908260054581e-06,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_madagascariense"
"ASV228","ASV228",18.1838830297224,-20.5304518347036,5.47025973184882,-3.75310366255037,0.000174658585295379,0.0105813992924784,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV230","ASV230",16.8831189333482,-21.6486858757844,6.56026111069336,-3.29997320388614,0.000966940605156155,0.0334745628546916,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Unclassified"
"ASV231","ASV231",22.9080867208636,-22.1213462901094,6.56803992278713,-3.36802859759755,0.000757077427584129,0.0305775161029812,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV248","ASV248",21.0918520665465,18.8692689807559,3.6933284794308,5.10901456121333,3.23843397892745e-07,4.70868300536051e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6","Unclassified"
"ASV250","ASV250",14.646044634975,19.0433058818605,4.81377452298786,3.9560028810906,7.62142419232018e-05,0.00554077538781677,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV298","ASV298",10.7897078386806,19.8488380993712,5.3200504449153,3.7309492278108,0.000190759668578551,0.010667867619739,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV301","ASV301",10.2671273015278,-27.5955863045277,5.1485060098742,-5.35992115996421,8.32582785426481e-08,1.51321921251263e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV485","ASV485",9.59880900468128,-21.6020548053765,6.00400639967504,-3.59794000328609,0.000320747581575165,0.0166559637003675,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Unclassified"
"ASV508","ASV508",6.09836123535929,-20.7091710347832,6.30994604437585,-3.28198860800745,0.00103077769400455,0.0340625174336957,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV599","ASV599",8.79202913978838,-19.8557202666819,6.00985065590818,-3.30386250898966,0.000953625888919593,0.0334745628546916,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Unclassified"
"ASV604","ASV604",9.208583155079,-25.2421527563438,5.68544614552908,-4.43978398708318,9.00492165494546e-06,0.000727397560349484,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV606","ASV606",11.4390885800928,21.0707026639099,4.22461418839046,4.98760400933503,6.11327097371309e-07,7.40724666314903e-05,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unclassified"
"ASV608","ASV608",9.47695120479532,-20.2188555367164,5.72722229275484,-3.53030745153616,0.000415077018397967,0.0188600620234576,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella","Unclassified"
"ASV753","ASV753",7.35984750900473,20.6815868210687,6.09422735833739,3.39363558413597,0.000689714065719122,0.0294954191634001,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unclassified"
"ASV895","ASV895",4.75491222234162,-26.6059754306928,7.46587742564318,-3.56367696840411,0.000365695950371329,0.0177240637279971,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","Unclassified"
