"","Fire_Mod","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"157","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Sediminibacterium_aquarii",85,2,42350,0.200708382526564
"158","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Sediminibacterium_salmoneum",10,1,42350,0.0236127508854782
"159","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","Terrimonas_crocea",102,2,42350,0.240850059031877
"160","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia","Emticicia_fontis",31,1,42350,0.0731995277449823
"161","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia","Emticicia_soli",11,1,42350,0.025974025974026
"162","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_saccharophilum",138,3,42350,0.325855962219599
"163","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_frigoritolerans",96,2,42350,0.22668240850059
"164","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_gracilis",21,1,42350,0.0495867768595041
"165","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_mallensis",35,1,42350,0.0826446280991736
"166","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_pineti",188,4,42350,0.443919716646989
"167","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_rigui",8,1,42350,0.0188902007083825
"168","Wildfire","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter_luteus",17,2,42350,0.0401416765053129
"169","Wildfire","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacter","Ktedonobacter_racemifer",285,7,42350,0.672963400236128
"170","Wildfire","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus_pomorum",2233,12,42350,5.27272727272727
"171","Wildfire","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus_ginsengisoli",606,4,42350,1.43093270365998
"172","Wildfire","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus_permanentifrigoris",104,3,42350,0.245572609208973
"173","Wildfire","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus","Domibacillus_tundrae",186,2,42350,0.439197166469894
"174","Wildfire","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_pectinilyticus",97,5,42350,0.229043683589138
"175","Wildfire","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_rhizoryzae",49,2,42350,0.115702479338843
"176","Wildfire","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus","Desulfosporosinus_fructosivorans",11,2,42350,0.025974025974026
"177","Wildfire","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","Aetherobacter_rufus",247,3,42350,0.58323494687131
"178","Wildfire","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera","Singulisphaera_acidiphila",34,1,42350,0.0802833530106257
"179","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","Roseomonas_aquatica",147,4,42350,0.347107438016529
"180","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium_mobile",101,3,42350,0.238488783943329
"181","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Reyranella_aquatilis",107,3,42350,0.252656434474616
"182","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia_geojensis",51,1,42350,0.120425029515939
"183","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Devosia_limi",225,5,42350,0.531286894923259
"184","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium_facile",597,6,42350,1.40968122786305
"185","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Labrys_monachus",13,1,42350,0.0306965761511216
"186","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","Nordella_oligomobilis",15,1,42350,0.0354191263282172
"187","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","Rhodomicrobium_vannielii",596,12,42350,1.4073199527745
"188","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter","Ancylobacter_dichloromethanicus",18,2,42350,0.0425029515938607
"189","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium_canariense",98,2,42350,0.231404958677686
"190","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis",30,1,42350,0.0708382526564345
"191","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga","Tardiphaga_robiniae",242,4,42350,0.571428571428571
"192","Wildfire","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_mucosissima",34,1,42350,0.0802833530106257
"193","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_respiraculi",10,1,42350,0.0236127508854782
"194","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","Aquabacterium_commune",21,1,42350,0.0495867768595041
"195","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","Rhodoferax_saidenbachensis",75,1,42350,0.177095631641086
"196","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Nitrosospira_multiformis",542,7,42350,1.27981109799292
"197","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas","Collimonas_antrihumi",24,1,42350,0.0566706021251476
"198","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Duganella_radicis",33,1,42350,0.0779220779220779
"199","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Duganella_zoogloeoides",209,4,42350,0.493506493506494
"200","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_aerilata",53,1,42350,0.125147579693034
"201","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_brevitalea",113,1,42350,0.266824085005903
"202","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_timonae",62,1,42350,0.146399055489965
"203","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense",1188,9,42350,2.80519480519481
"204","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio","Cellvibrio_gandavensis",176,6,42350,0.415584415584416
"205","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","Alkanindiges_illinoisensis",7,1,42350,0.0165289256198347
"206","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_dokdonensis",76,3,42350,0.179456906729634
"207","Wildfire","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Thermomonas_brevis",171,2,42350,0.403778040141676
"208","Wildfire","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera","Lacunisphaera_anatis",189,5,42350,0.446280991735537
"209","Wildfire","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera","Lacunisphaera_limnophila",166,4,42350,0.391971664698937
"210","Wildfire","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Pedosphaera_parvula",116,3,42350,0.273907910271547
"211","Wildfire","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Luteolibacter_gellanilyticus",16,2,42350,0.037780401416765
