YrSinceTrt_BR,Kingdom,Phylum,Class,Order,Family,Genus,Mean_Relative_Abundance,Standard_Deviation,Standard_Error,Sample_Size,Prevalence_Percent
1-2 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,0.01770333453768171,0.015384858688300505,0.0033572514045398134,21,95.23809523809523
1-2 PT,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.016691748169838882,0.016034549223068816,0.003499025502343248,21,100
1-2 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila-Silvibacterium,0.013893650320207247,0.014372325927371706,0.0031362986416551063,21,90.47619047619048
1-2 PT,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,0.013654080285255265,0.011156421432700205,0.0024345307476274464,21,100
1-2 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,0.012409831702738709,0.007475495196099301,0.0016312867901620857,21,95.23809523809523
1-2 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,0.011876984019907243,0.010413566352329626,0.00227242647923789,21,95.23809523809523
1-2 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0.010431649498767443,0.015139118432577979,0.0033036264843899904,21,85.7142857142857
1-2 PT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,0.010154184811621215,0.007769446036870253,0.001695432122468219,21,80.95238095238095
3-4 PT,Other,Other,Other,Other,Other,Other,0.3036160511707968,NA,NA,NA,NA
3-4 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,0.088561445847243,0.06707630980447256,0.03353815490223628,4,100
3-4 PT,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,0.05460086607444013,0.04407249209630214,0.02203624604815107,4,100
3-4 PT,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,0.04035451889904311,0.05253103995457227,0.026265519977286135,4,100
3-4 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,0.033790451684667766,0.03568333602224791,0.017841668011123954,4,100
3-4 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,0.03203906795248909,0.02328417322273406,0.01164208661136703,4,100
3-4 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,0.028649925086008787,0.020545025215106826,0.010272512607553413,4,100
3-4 PT,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,0.028511396773464523,0.009610648172687097,0.004805324086343548,4,100
3-4 PT,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,0.027884387614112716,0.017376634396754853,0.008688317198377427,4,100
3-4 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila-Silvibacterium,0.027646494352667413,0.03217357406344188,0.01608678703172094,4,100
3-4 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,0.026430871659507256,0.01834682366288681,0.009173411831443405,4,100
3-4 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,0.02585886941090644,0.01725837888244331,0.008629189441221655,4,100
3-4 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,0.02559600350017001,0.008894597414352886,0.004447298707176443,4,100
3-4 PT,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.02307663014467462,0.02587214012260293,0.012936070061301465,4,100
3-4 PT,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,0.021794493191894977,0.04184270114769765,0.020921350573848824,4,75
3-4 PT,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,0.021108378536543265,0.02042016331108889,0.010210081655544444,4,100
3-4 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,0.019106728987074863,0.03218824117326147,0.016094120586630734,4,75
3-4 PT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,0.01814846591340761,0.013147316038838936,0.006573658019419468,4,100
3-4 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,0.018002088541563568,0.015641976118598744,0.007820988059299372,4,100
3-4 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,0.017670720064912958,0.007897170109449507,0.0039485850547247535,4,100
3-4 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,0.017546861808996075,0.026699857135469438,0.013349928567734719,4,100
3-4 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,0.016465225735064235,0.01117690750466829,0.005588453752334145,4,100
3-4 PT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,0.013885231946342811,0.0145629606163392,0.0072814803081696,4,75
3-4 PT,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,0.012293120630828477,0.007036839618825635,0.0035184198094128176,4,100
3-4 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0.012233923696594803,0.018205089975343536,0.009102544987671768,4,75
3-4 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,0.011810918699211593,0.007732948165495842,0.003866474082747921,4,100
3-4 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.01148436921473397,0.010205724117270545,0.0051028620586352725,4,75
3-4 PT,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,0.011205170260522902,0.01205538906086937,0.006027694530434685,4,100
3-4 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,0.010627322602116216,0.0063711708487100525,0.0031855854243550263,4,100
5-8 PT,Other,Other,Other,Other,Other,Other,0.37409818211431967,NA,NA,NA,NA
5-8 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,0.11435302970292366,0.12454137225004502,0.04707221413033426,7,100
5-8 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,0.0418667803679299,0.011539254847727068,0.004361428377440331,7,100
5-8 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,0.03709747142642478,0.03359427655530968,0.01269744303435386,7,100
5-8 PT,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,0.029902437588715962,0.027009797814108397,0.010208743996895257,7,100
5-8 PT,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.026851889788448793,0.03040927828936311,0.011493626843230062,7,100
5-8 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,0.025704348665712334,0.037070550580133727,0.014011351114182146,7,85.71428571428571
5-8 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,0.02549251769577415,0.025991369075746798,0.009823814115502963,7,100
5-8 PT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,0.025425351983264857,0.016085780718439288,0.006079853632186894,7,100
5-8 PT,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,0.02372662276277885,0.013280313524186231,0.005019486702566362,7,100
5-8 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,0.02372235765648572,0.017341190331250977,0.0065543538649039815,7,85.71428571428571
5-8 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,0.021985494256931283,0.014841758080931546,0.005609657271589731,7,100
5-8 PT,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,0.021871966606667164,0.01680394619472983,0.006351294667966469,7,85.71428571428571
5-8 PT,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,0.021219929594850768,0.00913312885341609,0.00345199823400678,7,100
5-8 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,0.020806703849802297,0.030372471063296033,0.011479715019426687,7,85.71428571428571
5-8 PT,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,0.019893320410171528,0.011001279930131131,0.004158092971219001,7,100
5-8 PT,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,0.01920683072023163,0.017552905094345685,0.006634374523765346,7,100
5-8 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,0.019105160141865755,0.01675647478052151,0.0063333521599122184,7,85.71428571428571
5-8 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,0.01653568593292592,0.01189048411088282,0.004494180560794415,7,100
5-8 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila-Silvibacterium,0.012730384750236412,0.00840241824834621,0.003175815585239289,7,85.71428571428571
5-8 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,0.011996458314200393,0.0177380268551874,0.006704343972544426,7,71.42857142857143
5-8 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,0.011848476299619602,0.006623348561323534,0.002503390448537073,7,100
5-8 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,0.011810005668332967,0.009394729742083899,0.003550874076030854,7,100
5-8 PT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,0.011309998347803883,0.00809842224391737,0.003060915895628432,7,100
5-8 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,0.010877898340286487,0.02595976277813231,0.00981186805788133,7,57.14285714285714
5-8 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0.010547183459974937,0.0114512043883173,0.004328148431951298,7,85.71428571428571
5-8 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,0.01001351355332031,0.010578675952960845,0.00399836368169623,7,100
10-12 PT,Other,Other,Other,Other,Other,Other,0.27621965243382435,NA,NA,NA,NA
10-12 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,0.19529786211258587,0.1142806514541249,0.043194026202009496,7,100
10-12 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,0.05823039987960305,0.019813714060374948,0.007488879993185133,7,100
10-12 PT,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,0.04533131214968785,0.028758602725698853,0.010869730123700492,7,85.71428571428571
10-12 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,0.03999095945873235,0.022015652359262634,0.008321134441923051,7,100
10-12 PT,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,0.03486907873613748,0.03410182662797627,0.012889278930095083,7,85.71428571428571
10-12 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,0.02829200396909587,0.018110595634784853,0.0068451617349846675,7,85.71428571428571
10-12 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,0.026140128058351825,0.01570928935737251,0.005937553273308763,7,100
10-12 PT,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,0.02494631329913377,0.01276334894536173,0.004824092457966523,7,100
10-12 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,0.02482779310836861,0.009674979949475556,0.003656798697978368,7,100
10-12 PT,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0.021689408944461915,0.014442809794094947,0.005458868992597602,7,100
10-12 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,0.020775142915297404,0.03157491848245548,0.011934197424530594,7,100
10-12 PT,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,0.018881581352023728,0.007387731589323982,0.002792300076892459,7,100
10-12 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,0.017534925991262978,0.011491238546113445,0.004343279921305086,7,85.71428571428571
10-12 PT,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,0.01639740211048352,0.006582017592696096,0.002487768810760842,7,100
10-12 PT,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,0.015480793197280875,0.0033303980962852125,0.0012587721613733739,7,100
10-12 PT,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,0.01533883484562426,0.009952311523096993,0.0037616201800510143,7,85.71428571428571
10-12 PT,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,0.014490895478205902,0.025986801423460777,0.009822087705213789,7,71.42857142857143
10-12 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila-Silvibacterium,0.014489065065165544,0.01639300987179841,0.006195975337229345,7,71.42857142857143
10-12 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,0.014278781528304476,0.017150951294722345,0.006482450267716654,7,100
10-12 PT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,0.014277558423233506,0.026021886918170208,0.009835348775731906,7,71.42857142857143
10-12 PT,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,0.01419544914006571,0.010757469545662444,0.004065941307739116,7,100
10-12 PT,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,0.01404215237090479,0.01604367856754101,0.006063940514910071,7,85.71428571428571
10-12 PT,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,0.012199901691605727,0.009230394410333829,0.003488761158969142,7,85.71428571428571
10-12 PT,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,0.011385459431048923,0.008094363065372853,0.003059381670349003,7,85.71428571428571
10-12 PT,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,0.010397144309509596,0.002600740726145546,9.829875979912362e-4,7,100
