"factor_name","alpha_index","Comparison","Z","P.unadj","P.adj"
"YrSinceTrt_BR","Observed","1 to 2 - 10 to 12",1.52093821653749,0.128275342448528,0.256550684897056
"YrSinceTrt_BR","Observed","1 to 2 - 3 to 4",-0.323870373168571,0.746036174859844,0.828929083177605
"YrSinceTrt_BR","Observed","10 to 12 - 3 to 4",-1.34093841532655,0.179940448403495,0.299900747339158
"YrSinceTrt_BR","Observed","1 to 2 - 5 to 8",-1.14294033625096,0.253063363774232,0.361519091106046
"YrSinceTrt_BR","Observed","10 to 12 - 5 to 8",-2.17504773035847,0.0296265397878896,0.0987551326262987
"YrSinceTrt_BR","Observed","3 to 4 - 5 to 8",-0.513948521553731,0.607287982320782,0.759109977900977
"YrSinceTrt_BR","Observed","1 to 2 - Untreated",2.76858522069612,0.00563002595026644,0.0281501297513322
"YrSinceTrt_BR","Observed","10 to 12 - Untreated",0.167058917348511,0.867323690881221,0.867323690881221
"YrSinceTrt_BR","Observed","3 to 4 - Untreated",1.74097748861146,0.0816875245485555,0.204218811371389
"YrSinceTrt_BR","Observed","5 to 8 - Untreated",3.02852349877818,0.00245751963907206,0.0245751963907206
"YrSinceTrt_BR","InvSimpson","1 to 2 - 10 to 12",0.483087310265687,0.629033743864032,0.629033743864032
"YrSinceTrt_BR","InvSimpson","1 to 2 - 3 to 4",-1.90014342037837,0.0574143009062601,0.11482860181252
"YrSinceTrt_BR","InvSimpson","10 to 12 - 3 to 4",-1.99024138936752,0.0465643509635172,0.116410877408793
"YrSinceTrt_BR","InvSimpson","1 to 2 - 5 to 8",-1.04668917224232,0.29524295924215,0.421775656060214
"YrSinceTrt_BR","InvSimpson","10 to 12 - 5 to 8",-1.24905726755143,0.211644128711833,0.352740214519722
"YrSinceTrt_BR","InvSimpson","3 to 4 - 5 to 8",0.925041772522931,0.354944179145461,0.443680223931826
"YrSinceTrt_BR","InvSimpson","1 to 2 - Untreated",2.0033454503807,0.0451402222149082,0.150467407383027
"YrSinceTrt_BR","InvSimpson","10 to 12 - Untreated",0.784144285572844,0.432955452395431,0.481061613772701
"YrSinceTrt_BR","InvSimpson","3 to 4 - Untreated",3.00153279312666,0.00268624104445035,0.0268624104445035
"YrSinceTrt_BR","InvSimpson","5 to 8 - Untreated",2.42738782519241,0.0152079890217999,0.0760399451089995
"YrSinceTrt_BR","Shannon","1 to 2 - 10 to 12",1.10483857070023,0.269229544158897,0.336536930198621
"YrSinceTrt_BR","Shannon","1 to 2 - 3 to 4",-1.1450958465557,0.252169455842483,0.360242079774975
"YrSinceTrt_BR","Shannon","10 to 12 - 3 to 4",-1.76598883845287,0.0773977214437345,0.154795442887469
"YrSinceTrt_BR","Shannon","1 to 2 - 5 to 8",-1.56556072771287,0.117451490035136,0.195752483391893
"YrSinceTrt_BR","Shannon","10 to 12 - 5 to 8",-2.1803718968661,0.0292299055640883,0.0974330185469611
"YrSinceTrt_BR","Shannon","3 to 4 - 5 to 8",-0.0934385628811042,0.925555155760943,0.925555155760943
"YrSinceTrt_BR","Shannon","1 to 2 - Untreated",2.1417279655127,0.0322153789706068,0.080538447426517
"YrSinceTrt_BR","Shannon","10 to 12 - Untreated",0.206286323492202,0.836567261064596,0.929519178960662
"YrSinceTrt_BR","Shannon","3 to 4 - Untreated",2.28214273450642,0.0224809146944458,0.112404573472229
"YrSinceTrt_BR","Shannon","5 to 8 - Untreated",3.07475530931933,0.00210675319565699,0.0210675319565699
"YrSinceTrt_Range","Observed","<3 - >3",0.0774955535822212,0.938229328365615,0.938229328365615
"YrSinceTrt_Range","Observed","<3 - untreated",2.76858522069612,0.00563002595026644,0.0168900778507993
"YrSinceTrt_Range","Observed",">3 - untreated",2.53427537528824,0.0112680143256556,0.0169020214884834
"YrSinceTrt_Range","InvSimpson","<3 - >3",-1.01496785969319,0.310121148488481,0.310121148488481
"YrSinceTrt_Range","InvSimpson","<3 - untreated",2.0033454503807,0.0451402222149082,0.0677103333223623
"YrSinceTrt_Range","InvSimpson",">3 - untreated",3.06737469426316,0.00215947978746953,0.00647843936240859
"YrSinceTrt_Range","Shannon","<3 - >3",-0.675632297819719,0.499274130148904,0.499274130148904
"YrSinceTrt_Range","Shannon","<3 - untreated",2.1417279655127,0.0322153789706068,0.0483230684559102
"YrSinceTrt_Range","Shannon",">3 - untreated",2.80767683676164,0.00499002743331942,0.0149700822999583
