"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV112","ASV112",17.4713758317096,19.9569093483307,2.57961966028726,7.73637666651539,1.02290117108349e-14,1.40853491258197e-11,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina","Unclassified"
"ASV137","ASV137",19.1940618322311,20.629501220393,3.30016047467635,6.25106002532079,4.07676142838601e-10,1.87123349562918e-07,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Unclassified","Unclassified"
"ASV161","ASV161",24.8536895241586,7.75777305005718,2.2685249210525,3.41974336630073,0.000626802378762186,0.0345242750222212,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV184","ASV184",15.0463813998105,20.6065758028112,4.76321088171501,4.32619430769181,1.51707610051217e-05,0.00109948094231856,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unclassified"
"ASV192","ASV192",13.5976799780698,15.8968141145541,3.47342588359927,4.57669593285847,4.72377279261183e-06,0.000464616795387606,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense"
"ASV228","ASV228",18.1838830297224,-21.1378983796494,4.03040952844596,-5.2446031179863,1.56619092673235e-07,2.39627211790049e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV231","ASV231",22.9080867208636,-24.8071771538832,4.84557770098235,-5.11954996591099,3.06265620293808e-07,4.21727759144574e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV248","ASV248",21.0918520665465,20.9550357237936,2.77581240610126,7.54915414230956,4.3809413075043e-14,3.01627809021671e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6","Unclassified"
"ASV250","ASV250",14.646044634975,20.3915292389282,3.59823196015441,5.66709691446718,1.4523720370713e-08,3.99983259009437e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unclassified"
"ASV298","ASV298",10.7897078386806,19.4626252591536,3.97247810206181,4.89936627946472,9.61462596468833e-07,0.000110327832944799,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV301","ASV301",10.2671273015278,20.1368401510311,3.80514030088398,5.29200990206669,1.20979340219846e-07,2.08235689353411e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV315","ASV315",10.2437518849373,20.3368078311176,5.40504133980918,3.76256286539994,0.000168181014657103,0.00964938571595128,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Unclassified"
"ASV408","ASV408",8.27952574193955,18.7861891200752,3.90085974564263,4.81590991346457,1.46530624459995e-06,0.000155209746062625,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV508","ASV508",6.09836123535929,-20.1676715798695,4.65853786192849,-4.32918485962905,1.49662268027351e-05,0.00109948094231856,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV599","ASV599",8.79202913978838,-22.0014721407576,4.43200225989183,-4.96422854741383,6.89746823585574e-07,8.63437614615759e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Unclassified"
"ASV604","ASV604",9.208583155079,18.501174395208,4.20498736291218,4.39981688372897,1.08342262409958e-05,0.000881619031629314,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV606","ASV606",11.4390885800928,19.5898509696557,3.16892379789274,6.18186242997781,6.3349721595102e-10,2.18081416591139e-07,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unclassified"
"ASV615","ASV615",14.8000210933237,20.1930082163688,5.26703734708841,3.83384564902154,0.000126155319872221,0.00755286415061083,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV753","ASV753",7.35984750900473,19.5703916127825,4.54349135970828,4.30734650148847,1.65224678051947e-05,0.00113757190838766,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unclassified"
"ASV796","ASV796",7.82442738873556,17.9884039342219,4.38210873885851,4.10496521337069,4.0437572603627e-05,0.00253102443069065,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unclassified"
"ASV811","ASV811",6.75476020718968,-23.7735956728504,5.4045412963728,-4.39881839533833,1.08841855756705e-05,0.000881619031629314,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Unclassified"
"ASV1366","ASV1366",4.32055141933191,-22.8908888084353,5.49093787423477,-4.16884862526794,3.061422200135e-05,0.00200741827123138,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unclassified"
"ASV1456","ASV1456",2.25109784252971,-29.1681692430265,5.48494485447493,-5.31786007278259,1.04994762205182e-07,2.06539696509337e-05,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_pineti"
"ASV1860","ASV1860",2.45525822786026,-29.8429197041943,5.43268189801752,-5.4932205243021,3.94669460750556e-08,9.05766412422525e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Reyranella_aquatilis"
"ASV2151","ASV2151",2.34021183377251,-24.2614164788551,5.48805370969376,-4.42076877564102,9.83503700989071e-06,0.000881619031629314,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus","Unclassified"
