"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Fire_Mod",2,1.44076853644257,0.0578309652573371,2.91558175701858,1e-04,1e-04,1e-04,0.015
