"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV74","ASV74",11.7405684207087,-22.382770500117,5.49051166860025,-4.07662743494784,4.5693617802906e-05,0.00174838211277435,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Unclassified"
"ASV151","ASV151",22.8813870077776,21.106966054522,2.49799805500627,8.44955263764969,2.92421139004861e-17,2.12590168056534e-14,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Edaphobacter","Unclassified"
"ASV207","ASV207",15.7679748545,20.0531571274077,3.06273391502669,6.54746957579988,5.8520137650246e-11,8.0328465429876e-09,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV228","ASV228",18.1838830297224,-26.2600406160765,4.02218088886284,-6.52880647133222,6.62958449214933e-11,8.0328465429876e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV231","ASV231",22.9080867208636,-25.1785847247315,4.8453987323122,-5.19639066168583,2.03195020914685e-07,1.13632907849981e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV265","ASV265",11.3468339334135,18.9581848795804,3.27799962166312,5.7834615825739,7.31789059845082e-09,6.65013308134218e-07,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV267","ASV267",8.1434956398176,17.696298256801,4.55656151284344,3.88369567862103,0.000102880662084068,0.00356163053976751,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unclassified"
"ASV275","ASV275",26.906299379142,7.75733895654352,1.89252343199347,4.09893945057918,4.15047588178212e-05,0.00167633109225311,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB OF53-F07","Unclassified"
"ASV276","ASV276",7.35294637517163,17.3402618924395,4.80684127033251,3.60741304262789,0.000309265135362945,0.00936815639203586,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","Unclassified"
"ASV293","ASV293",15.8850173911217,19.9916595875271,3.05634145774788,6.54104257128988,6.1091436761853e-11,8.0328465429876e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","Unclassified"
