"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV71","ASV71",31.6358781543551,-21.7379379519708,3.90463327582711,-5.56721628290845,2.58841040623333e-08,2.67037673576405e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV106","ASV106",26.8183221895799,-20.9769102241316,3.17976010938568,-6.5970103097445,4.19531601019417e-11,2.59690061031019e-08,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unclassified"
"ASV151","ASV151",22.8813870077776,19.2903819868024,3.31101170841178,5.82612919724636,5.67277061850258e-09,1.17048167095103e-06,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Edaphobacter","Unclassified"
"ASV153","ASV153",21.7383091722331,-24.4781660888424,4.42409134730488,-5.5329251064751,3.14933967219979e-08,2.78491608155953e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Unclassified"
"ASV192","ASV192",13.5976799780698,-22.899769522149,4.63695682562669,-4.93853412556933,7.8712005522818e-07,4.42933921987494e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense"
"ASV207","ASV207",15.7679748545,20.4527451793232,4.08065060079011,5.01212850111772,5.38312343433613e-07,3.70239267317118e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","Unclassified"
"ASV220","ASV220",15.0468770849592,-21.9191359652911,3.82711699968851,-5.72732319578292,1.02027680338463e-08,1.57887835323772e-06,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_madagascariense"
"ASV228","ASV228",18.1838830297224,-23.1317307393428,5.46420015151592,-4.23332420078452,2.30262190697395e-05,0.00109640227724375,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV230","ASV230",16.8831189333482,-22.180611372454,6.56024013836824,-3.38106698910737,0.000722049373114272,0.0196383995767964,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Unclassified"
"ASV231","ASV231",22.9080867208636,-22.4139537345052,6.56790789997658,-3.41264738724262,0.000643351271254781,0.0196383995767964,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Unclassified","Unclassified"
"ASV265","ASV265",11.3468339334135,20.3754893449348,4.37369353719334,4.65864587257068,3.18296217336344e-06,0.000164187798775998,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unclassified","Unclassified"
"ASV276","ASV276",7.35294637517163,20.9432635095271,6.44870239304462,3.24767096278407,0.0011635373942816,0.0273439062637984,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","Unclassified"
"ASV293","ASV293",15.8850173911217,20.2590197790939,4.0721934596428,4.9749649617263,6.52594428648555e-07,4.03955951333456e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","Unclassified"
"ASV303","ASV303",21.8256147666641,21.1516611538413,3.76737551436045,5.61442868469459,1.97212742636813e-08,2.44149375384374e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV345","ASV345",11.0002403867604,18.2933389513202,4.39329531769125,4.16392198303974,3.1282704465349e-05,0.0013831424331465,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Actimicrobium","Unclassified"
"ASV353","ASV353",20.4595336090463,21.748194901148,4.10168886587019,5.30225368435741,1.14381741101717e-07,8.85028721774532e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
"ASV400","ASV400",8.61482889783705,21.5109319507269,6.26365688589158,3.43424493751863,0.000594206997046443,0.0193586384827236,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unclassified"
