"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV470","ASV470",5.30656934317466,-20.7191266533957,6.14096410980827,-3.37392081811769,0.000741056808226169,0.0196383995767964,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","Aetherobacter_rufus"
"ASV508","ASV508",6.09836123535929,-20.9181734335995,6.30299914459158,-3.31876507575744,0.000904164611826102,0.0223871157888143,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"ASV536","ASV536",7.23828498089412,-21.5661103017031,3.58879620984115,-6.00928808455737,1.86339754744144e-09,5.76721540933126e-07,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","Unclassified","Unclassified"
"ASV599","ASV599",8.79202913978838,-22.9294551850325,6.00630336282158,-3.81756528099521,0.000134775132319938,0.00490740040623773,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Unclassified"
"ASV608","ASV608",9.47695120479532,-22.8776481582364,5.72453424692187,-3.99642087398427,6.43073624643995e-05,0.00265375049103088,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella","Unclassified"
"ASV615","ASV615",14.8000210933237,-22.3802699096171,7.07965937046671,-3.1612071624488,0.00157116711597353,0.0347340158852719,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"ASV788","ASV788",6.08186270880058,-21.0573287165831,5.71358254282073,-3.68548604291053,0.000228266592132963,0.00784983447390577,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Rugosimonospora","Unclassified"
"ASV863","ASV863",5.48984705086857,-21.7846882539823,6.41065083390843,-3.39820227593032,0.000678302476523168,0.0196383995767964,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Unclassified","Unclassified"
"ASV968","ASV968",5.29263676759746,20.2122149887796,6.23714725390786,3.24061853375606,0.00119270673525453,0.0273439062637984,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","Unclassified"
"ASV1021","ASV1021",2.69615799464986,-20.7668530055124,6.68401917565106,-3.10694096766854,0.00189034142874721,0.0403490118756732,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","Unclassified"
"ASV1099","ASV1099",4.87277048418979,-21.1572582237782,6.28473884121166,-3.36644986503516,0.000761424216224741,0.0196383995767964,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_saalfeldensis"
"ASV1132","ASV1132",3.9218047427216,-21.3510064137877,5.57015382170552,-3.83310894047272,0.000126533882873615,0.00489527959367299,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Conexibacter_woesei"
