"","Treatuntreat_EP","Kingdom","Phylum","Class","Order","Family","Genus","Abundance","Prevalence","Total_Abundance","Percentage"
"322","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe",880,5,3169678,0.0277630724635121
"323","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus",20441,4,3169678,0.644892004803011
"324","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Alnicola",511,3,3169678,0.0161215113964258
"325","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus",73,10,3169678,0.00230307305663225
"326","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma",127,6,3169678,0.00400671613962049
"327","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster",1644,20,3169678,0.0518664671931975
"328","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Phaeocollybia",66,2,3169678,0.0020822304347634
"329","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe",78515,41,3169678,2.47706549371892
"330","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inosperma",190,8,3169678,0.0059942997364401
"331","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista",22,2,3169678,0.000694076811587802
"332","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon",355,14,3169678,0.0111998758233486
"333","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys",12,1,3169678,0.000378587351775165
"334","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum",374,13,3169678,0.0117993057969926
"335","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena",2945,29,3169678,0.0929116459148216
"336","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycenaceae_gen_Incertae_sedis",131,4,3169678,0.00413291192354555
"337","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Rhodocollybia",9,1,3169678,0.000283940513831373
"338","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus",268,18,3169678,0.00845511752297867
"339","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",334,15,3169678,0.0105373479577421
"340","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Kauffmania",958,1,3169678,0.0302238902500506
"341","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella",889,18,3169678,0.0280470129773434
"342","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum",5,1,3169678,0.000157744729906319
"343","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Squamanitaceae","Cystoderma",27,2,3169678,0.00085182154149412
"344","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Squamanitaceae","Squamanita",10,2,3169678,0.000315489459812637
"345","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia",65,2,3169678,0.00205068148878214
"346","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Lindtneria",8,1,3169678,0.00025239156785011
"347","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Galerina",152,5,3169678,0.00479543978915208
"348","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma",1050,35,3169678,0.0331263932803269
"349","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Kuehneromyces",6,1,3169678,0.000189293675887582
"350","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota",356,5,3169678,0.0112314247693299
"351","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Tubaria",319,6,3169678,0.0100641137680231
"352","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Ampulloclitocybe",141,5,3169678,0.00444840138335818
"353","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Bonomyces",10,1,3169678,0.000315489459812637
"354","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Fayodia",200,8,3169678,0.00630978919625274
"355","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hemimycena",119,1,3169678,0.00375432457177038
"356","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Hydropus",44,1,3169678,0.0013881536231756
"357","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Myxomphalia",23,1,3169678,0.000725625757569065
"358","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Paralepista",69,5,3169678,0.0021768772727072
"359","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma",4556,5,3169678,0.143736997890637
"360","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Macrotyphula",3,1,3169678,9.46468379437911e-05
"361","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Agaricomycetes_gen_Incertae_sedis",102,4,3169678,0.0032179924900889
"362","Untreated","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Xenasmataceae","Xenasmatella",293,5,3169678,0.00924384117251027
"363","Untreated","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Amyloathelia",3,1,3169678,9.46468379437911e-05
"364","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Athelopsis",571,10,3169678,0.0180144481553016
"365","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium",26905,22,3169678,0.8488243916259
"366","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","Piloderma",6427,17,3169678,0.202765075821582
"367","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema",389,3,3169678,0.0122725399867116
"368","Untreated","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Tylospora",13,2,3169678,0.000410136297756428
"369","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",42,1,3169678,0.00132505573121308
"370","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Auriculariales_gen_Incertae_sedis",271,9,3169678,0.00854976436092247
"371","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia",8,1,3169678,0.00025239156785011
"372","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Renatobasidium",127,2,3169678,0.00400671613962049
"373","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia",45,1,3169678,0.00141970256915687
"374","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Hyaloriaceae_gen_Incertae_sedis",274,11,3169678,0.00864441119886626
"375","Untreated","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Protomerulius",53,2,3169678,0.00167209413700698
"376","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus",2189,2,3169678,0.0690606427529863
"377","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletaceae_gen_Incertae_sedis",2395,3,3169678,0.0755597256251266
"378","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus",233,1,3169678,0.00735090441363444
"379","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Tylopilus",70,1,3169678,0.00220842621868846
"380","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus",16749,29,3169678,0.528413296240186
"381","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomus",56,2,3169678,0.00176674097495077
"382","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletales_fam_Incertae_sedis","Chalciporus",66,3,3169678,0.0020822304347634
"383","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora",433,7,3169678,0.0136606936098872
"384","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Meruliporia",6,1,3169678,0.000189293675887582
"385","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Gomphidius",14,2,3169678,0.000441685243737692
"386","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Hygrophoropsis",59,5,3169678,0.00186138781289456
"387","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Alpova",17974,37,3169678,0.567060755067234
"388","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster",28370,45,3169678,0.895043597488452
"389","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogastraceae_gen_Incertae_sedis",161,3,3169678,0.00507938030298346
"390","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon",84995,44,3169678,2.68150266367751
"391","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus",88,5,3169678,0.00277630724635121
"392","Untreated","Fungi","Basidiomycota","Agaricomycetes","Boletales","Truncocolumellaceae","Truncocolumella",475,15,3169678,0.0149857493411003
"393","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium",270,7,3169678,0.0085182154149412
"394","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus",117,4,3169678,0.00369122667980785
"395","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidiaceae_gen_Incertae_sedis",169,3,3169678,0.00533177187083357
"396","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",878,14,3169678,0.0276999745715495
"397","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina",21239,19,3169678,0.67006806369606
"398","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",4972,3,3169678,0.156861359418843
"399","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Membranomyces",5469,1,3169678,0.172541185571531
"400","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa",33,1,3169678,0.0010411152173817
"401","Untreated","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",931,14,3169678,0.0293720687085565
"402","Untreated","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Marchandiomyces",20,1,3169678,0.000630978919625274
"403","Untreated","Fungi","Basidiomycota","Agaricomycetes","GS28","GS28_fam_Incertae_sedis","GS28_gen_Incertae_sedis",6,1,3169678,0.000189293675887582
"404","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",1597,12,3169678,0.0503836667320781
"405","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Nidulariopsis",238,2,3169678,0.00750864914354076
"406","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Radiigera",1456,35,3169678,0.04593526534872
"407","Untreated","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastrales_fam_Incertae_sedis","Geastrales_gen_Incertae_sedis",3313,29,3169678,0.104521658035927
"408","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gautieriaceae","Gautieria",1259,10,3169678,0.039720122990411
"409","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Clavariadelphus",486,2,3169678,0.0153327877468942
"410","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Gomphus",88,1,3169678,0.00277630724635121
"411","Untreated","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria",1868,9,3169678,0.0589334310930006
"412","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Coltricia",33,1,3169678,0.0010411152173817
"413","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Coltriciella",372,7,3169678,0.0117362079050301
"414","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporella",11,1,3169678,0.000347038405793901
"415","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete",19,2,3169678,0.00059942997364401
"416","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis","Hymenochaetales_gen_Incertae_sedis",132,2,3169678,0.00416446086952681
"417","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis","Skvortzovia",7,1,3169678,0.000220842621868846
"418","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Peniophorella",6,1,3169678,0.000189293675887582
"419","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium",66,1,3169678,0.0020822304347634
"420","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Hyphodontia",65,1,3169678,0.00205068148878214
"421","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Schizoporaceae_gen_Incertae_sedis",165,3,3169678,0.00520557608690851
"422","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon",143,11,3169678,0.00451149927532071
"423","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium",677,20,3169678,0.0213586364293155
"424","Untreated","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Trappeaceae","Restingomyces",442,3,3169678,0.0139446341237186
"425","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis",7,1,3169678,0.000220842621868846
"426","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Jahnoporus",11,2,3169678,0.000347038405793901
"427","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Obba",41,1,3169678,0.00129350678523181
"428","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Postia",30,5,3169678,0.000946468379437911
"429","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma",4107,40,3169678,0.12957152114505
"430","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia",15,3,3169678,0.000473234189718956
"431","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Physisporinus",27,3,3169678,0.00085182154149412
"432","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Mycoacia",43,1,3169678,0.00135660467719434
"433","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium",113,6,3169678,0.0035650308958828
"434","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Cyanosporus",9,1,3169678,0.000283940513831373
"435","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Picipes",24,1,3169678,0.000757174703550329
"436","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus",45,1,3169678,0.00141970256915687
"437","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Fuscopostia",9,1,3169678,0.000283940513831373
"438","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Polyporales_gen_Incertae_sedis",82,1,3169678,0.00258701357046362
"439","Untreated","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum",69,5,3169678,0.0021768772727072
"440","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Albatrellaceae_gen_Incertae_sedis",81,3,3169678,0.00255546462448236
"441","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Albatrellus",944,4,3169678,0.0297822050063129
"442","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucogaster",1220,11,3169678,0.0384897140971417
"443","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Albatrellaceae","Leucophleps",869,8,3169678,0.0274160340577182
"444","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Gloeodontia",3,1,3169678,9.46468379437911e-05
"445","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Bondarzewia",15,1,3169678,0.000473234189718956
"446","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Heterobasidion",596,27,3169678,0.0188031718048332
"447","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Dichostereum",606,12,3169678,0.0191186612646458
"448","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma",73,4,3169678,0.00230307305663225
"449","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Vararia",14,1,3169678,0.000441685243737692
"450","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora",40,1,3169678,0.00126195783925055
"451","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Cystangium",10136,8,3169678,0.319780116466089
"452","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius",47219,36,3169678,1.48970968028929
"453","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",370699,44,3169678,11.6951627263085
"454","Untreated","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus",19,3,3169678,0.00059942997364401
"455","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina",61437,37,3169678,1.9382725942509
"456","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Tremellodendron",30,1,3169678,0.000946468379437911
"457","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinales_fam_Incertae_sedis","Sebacinales_gen_Incertae_sedis",272,12,3169678,0.00858131330690373
"458","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",2638,28,3169678,0.0832261194985737
"459","Untreated","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipitaceae_gen_Incertae_sedis",14,1,3169678,0.000441685243737692
"460","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Hydnellum",11,1,3169678,0.000347038405793901
"461","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon",818,2,3169678,0.0258070378126737
"462","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon",38,1,3169678,0.00119885994728802
"463","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Odontia",104,6,3169678,0.00328109038205143
"464","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus",1626,3,3169678,0.0512985861655348
"465","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella",3020,15,3169678,0.0952778168634164
"466","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora",5597,7,3169678,0.176579450657133
"467","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephoraceae_gen_Incertae_sedis",354,5,3169678,0.0111683268773674
"468","Untreated","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",22588,44,3169678,0.712627591824785
"469","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Brevicellicium",187,9,3169678,0.00589965289849631
"470","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Litschauerella",44,1,3169678,0.0013881536231756
"471","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",5053,19,3169678,0.159416824043326
"472","Untreated","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Trechisporales_fam_Incertae_sedis","Trechisporales_gen_Incertae_sedis",1645,20,3169678,0.0518980161391788
"473","Untreated","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","Tremellodendropsidales_fam_Incertae_sedis","Tremellodendropsidales_gen_Incertae_sedis",154,5,3169678,0.00485853768111461
"474","Untreated","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbales_fam_Incertae_sedis","Agaricostilbales_gen_Incertae_sedis",132,8,3169678,0.00416446086952681
"475","Untreated","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Chionosphaeraceae_gen_Incertae_sedis",200,6,3169678,0.00630978919625274
"476","Untreated","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Cystobasidiopsis",7,1,3169678,0.000220842621868846
"477","Untreated","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces",11,1,3169678,0.000347038405793901
"478","Untreated","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Hoehnelomycetaceae","Atractiella",6,1,3169678,0.000189293675887582
"479","Untreated","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","Bourdotigloea",11,1,3169678,0.000347038405793901
"480","Untreated","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","Helicogloea",231,9,3169678,0.00728780652167192
"481","Untreated","Fungi","Basidiomycota","Basidiomycota_cls_Incertae_sedis","Basidiomycota_ord_Incertae_sedis","Basidiomycota_fam_Incertae_sedis","Basidiomycota_gen_Incertae_sedis",225,5,3169678,0.00709851284578433
"482","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",2615,18,3169678,0.0825004937410046
"483","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur",8,1,3169678,0.00025239156785011
"484","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiales_fam_Incertae_sedis","Cystobasidiales_gen_Incertae_sedis",33,1,3169678,0.0010411152173817
"485","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Microsporomycetaceae","Microsporomyces",30,2,3169678,0.000946468379437911
"486","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Naohideales","Naohideaceae","Naohidea",34,2,3169678,0.00107266416336297
"487","Untreated","Fungi","Basidiomycota","Cystobasidiomycetes","Sakaguchiales","Sakaguchiaceae","Sakaguchia",459,8,3169678,0.0144809662054
"488","Untreated","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiaceae","Exobasidium",18,2,3169678,0.000567881027662747
"489","Untreated","Fungi","Basidiomycota","GS25","GS25_ord_Incertae_sedis","GS25_ord_Incertae_sedis_fam_Incertae_sedis","GS25_ord_Incertae_sedis_gen_Incertae_sedis",13448,34,3169678,0.424270225556034
"490","Untreated","Fungi","Basidiomycota","GS27","GS27_ord_Incertae_sedis","GS27_ord_Incertae_sedis_fam_Incertae_sedis","GS27_ord_Incertae_sedis_gen_Incertae_sedis",232,9,3169678,0.00731935546765318
"491","Untreated","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Basidioascus",4899,37,3169678,0.154558286362211
"492","Untreated","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium",64038,45,3169678,2.02033140274817
"493","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Heterogastridiales","Heterogastridiaceae","Heterogastridium",9,1,3169678,0.000283940513831373
"494","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Kriegeriales","Camptobasidiaceae","Camptobasidium",42,1,3169678,0.00132505573121308
"495","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Kriegeriales","Kriegeriaceae","Libkindia",25,3,3169678,0.000788723649531593
"496","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Kriegeriales","Kriegeriaceae","Yamadamyces",195,3,3169678,0.00615204446634642
"497","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium",238,10,3169678,0.00750864914354076
"498","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Mastigobasidium",20,2,3169678,0.000630978919625274
"499","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiales_fam_Incertae_sedis","Leucosporidiales_gen_Incertae_sedis",75,4,3169678,0.00236617094859478
"500","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryales_fam_Incertae_sedis","Microbotryales_gen_Incertae_sedis",323,5,3169678,0.0101903095519482
"501","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Fellozyma",13,1,3169678,0.000410136297756428
"502","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Hamamotoa",13,2,3169678,0.000410136297756428
"503","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Pseudohyphozyma",9,1,3169678,0.000283940513831373
"504","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Slooffia",127,6,3169678,0.00400671613962049
"505","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",335,13,3169678,0.0105688969037233
"506","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium",170,9,3169678,0.00536332081681483
"507","Untreated","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Microbotryomycetes_gen_Incertae_sedis",47,3,3169678,0.00148280046111939
