"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"76","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_inflatus",114,3,1815106,0.00628062493319949
"77","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_bialowiezense",6,1,1815106,0.0003305592070105
"78","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_canescens",2620,29,1815106,0.144344187061252
"79","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_catalonicum",184,4,1815106,0.0101371490149887
"80","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_catenatum",87,3,1815106,0.00479310850165225
"81","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_granulatum",51,1,1815106,0.00280975325958925
"82","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_longicatenatum",250,7,1815106,0.0137733002921042
"83","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_penicillioides",16,2,1815106,0.000881491218694666
"84","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Phialomyces","Phialomyces_arenicola",16,1,1815106,0.000881491218694666
"85","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_minioluteus",3571,10,1815106,0.196737821372416
"86","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_rubrifaciens",229,2,1815106,0.0126163430675674
"87","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_rugulosus",367,6,1815106,0.0202192048288089
"88","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_decipiens",16,1,1815106,0.000881491218694666
"89","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_muricatus",1353,6,1815106,0.0745411011808677
"90","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_papillatus",32,1,1815106,0.00176298243738933
"91","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Penicillaginaceae","Penicillago","Penicillago_nodositata",472,7,1815106,0.0260039909514926
"92","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_diversispora",22191,65,1815106,1.22257322712833
"93","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_verticillata",7856,31,1815106,0.432812188379081
"94","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_reessii",33,3,1815106,0.00181807563855775
"95","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron_alboluteum",129,6,1815106,0.00710702295072574
"96","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron_californiense",14,2,1815106,0.000771304816357833
"97","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Chrysosporium","Chrysosporium_sulfureum",6,1,1815106,0.0003305592070105
"98","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium","Myriodontium_keratinophilum",43,1,1815106,0.00236900765024191
"99","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum","Sclerococcum_ahtii",78,3,1815106,0.0042972696911365
"100","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","Verrucaria_hegetschweileri",267,1,1815106,0.0147098847119672
"101","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","Verrucaria_hydrophila",70,1,1815106,0.00385652408178916
"102","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","Geoglossum_fallax",75,1,1815106,0.00413199008763125
"103","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","Geoglossum_nigritum",1628,8,1815106,0.0896917315021822
"104","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Microglossum","Microglossum_griseoviride",1641,8,1815106,0.0904079431173717
"105","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Trichoglossum","Trichoglossum_hirsutum",11967,8,1815106,0.659300338382442
"106","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","Pyxidiophora_arvernensis",68,1,1815106,0.00374633767945233
"107","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cryptodiscus","Cryptodiscus_epicladonia",10,1,1815106,0.000550932011684166
"108","Fungi","Ascomycota","Leotiomycetes","Helotiales","Chaetomellaceae","Pilidium","Pilidium_anglicum",30,8,1815106,0.0016527960350525
"109","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Rhizodermea","Rhizodermea_veluwensis",99,8,1815106,0.00545422691567324
"110","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trichosporiella","Trichosporiella_multisporum",151,7,1815106,0.00831907337643091
"111","Fungi","Ascomycota","Leotiomycetes","Helotiales","Gelatinodiscaceae","Neobulgaria","Neobulgaria_koningiana",136,3,1815106,0.00749267535890466
"112","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Hyalodendriella","Hyalodendriella_bialowiezensis",59,3,1815106,0.00325049886893658
"113","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Xenopolyscytalum","Xenopolyscytalum_pinea",267,10,1815106,0.0147098847119672
"114","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Ascocoryne","Ascocoryne_cylichnium",86,5,1815106,0.00473801530048383
"115","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cyathicula","Cyathicula_amenti",464,20,1815106,0.0255632453421453
"116","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium","Phaeohelotium_geogenum",120,1,1815106,0.00661118414020999
"117","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium_lignicola",47,3,1815106,0.00258938045491558
"118","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium_marchalianum",73,4,1815106,0.00402180368529441
"119","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_aurea",8,1,1815106,0.000440745609347333
"120","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_holubovae",110,2,1815106,0.00606025212852583
"121","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_hyalocuspica",140,5,1815106,0.00771304816357833
"122","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_insignis",56,2,1815106,0.00308521926543133
"123","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_piceae-abietis",212,9,1815106,0.0116797586477043
"124","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_pseudoaffinis",26,1,1815106,0.00143242323037883
"125","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris","Mycoarthris_corallina",1583,10,1815106,0.0872125374496035
"126","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_aureliella",71,5,1815106,0.00391161728295758
"127","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_finlandica",25,1,1815106,0.00137733002921042
"128","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_intacta",50,1,1815106,0.00275466005842083
"129","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Olla","Olla_transiens",35,2,1815106,0.00192826204089458
"130","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Flagellospora","Flagellospora_curvula",1313,3,1815106,0.072337373134131
"131","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Leotia","Leotia_lubrica",108,4,1815106,0.00595006572618899
"132","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium","Leptodontidium_trabinellum",3090,28,1815106,0.170237991610407
"133","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia_inferiseptata",6,1,1815106,0.0003305592070105
"134","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia_novobrunsvicensis",403,16,1815106,0.0222025600708719
"135","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala_helvetica",87,2,1815106,0.00479310850165225
"136","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala_repens",31,1,1815106,0.00170788923622091
"137","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala_trigonospora",92,1,1815106,0.00506857450749433
"138","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Myxotrichum","Myxotrichum_cancellatum",11,1,1815106,0.000606025212852583
"139","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_chlamydosporicum",41530,82,1815106,2.28802064452434
"140","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_echinulatum",84,3,1815106,0.004627828898147
"141","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_eucalypti",77,3,1815106,0.00424217648996808
"142","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_pilicola",2953,25,1815106,0.162690223050334
"143","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_rhodogenum",102,1,1815106,0.00561950651917849
"144","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_tenuissimum",31,1,1815106,0.00170788923622091
"145","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Martininia","Martininia_panamaensis",20,1,1815106,0.00110186402336833
"146","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Tricladium","Tricladium_terrestre",25,1,1815106,0.00137733002921042
"147","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Srinivasanomyces","Srinivasanomyces_kangrensis",231,14,1815106,0.0127265294699042
"148","Fungi","Ascomycota","Leotiomycetes","Lauriomycetales","Lauriomycetaceae","Lauriomyces","Lauriomyces_bellulus",21,1,1815106,0.00115695722453675
"149","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus_roseus",483,6,1815106,0.0266100161643452
"150","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Amphosoma","Amphosoma_persooniae",14,1,1815106,0.000771304816357833
"151","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylella","Dactylella_microaquatica",6,1,1815106,0.0003305592070105
"152","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia_latispora",7,1,1815106,0.000385652408178916
"153","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Retiarius","Retiarius_bovicornutus",24,2,1815106,0.001322236828042
"154","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliales_fam_Incertae_sedis","Bryorbilia","Bryorbilia_arenicola",23,2,1815106,0.00126714362687358
"155","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Fischerula","Fischerula_macrospora",1527,7,1815106,0.0841273181841722
"156","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Leucangium","Leucangium_carthusianum",1210,2,1815106,0.0666627734137841
"157","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_dryophila",307,1,1815106,0.0169136127587039
"158","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_floriforma",28,2,1815106,0.00154260963271567
"159","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_vespertina",52,2,1815106,0.00286484646075766
"160","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Pachyphlodes","Pachyphlodes_thysellii",107,2,1815106,0.00589497252502058
"161","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Aleuria","Aleuria_aurantia",4,1,1815106,0.000220372804673666
"162","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_darii",1424,26,1815106,0.0784527184638252
"163","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_harknessii",2738,16,1815106,0.150845184799125
"164","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopyxis","Geopyxis_rehmii",97,2,1815106,0.00534404051333641
"165","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lamprospora","Lamprospora_wrightii",173,9,1815106,0.00953112380213607
"166","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea_formicarum",1723,1,1815106,0.0949255856131818
"167","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea_onotica",58,1,1815106,0.00319540566776816
"168","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","Scutellinia_cejpii",3859,12,1815106,0.21260466330892
"169","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Trichophaea","Trichophaea_abundans",4,1,1815106,0.000220372804673666
"170","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Warcupia","Warcupia_terrestris",40,5,1815106,0.00220372804673666
"171","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_mikolae",7,1,1815106,0.000385652408178916
"172","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_rehmii",13757,19,1815106,0.757917168473907
"173","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha_coccinea",201,3,1815106,0.0110737334348517
"174","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_melaena",14,1,1815106,0.000771304816357833
"175","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_melastoma",85,7,1815106,0.00468292209931541
"176","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_rhytidia",324,17,1815106,0.017850197178567
