"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV12","ASV12",188.236836480459,-20.0568748188997,4.50265117925101,-4.45445894439373,8.41050204984632e-06,0.000561821536929734,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Unclassified","100","100","100","100","100","100","28"
"ASV13","ASV13",11.7070782924838,-25.7563996128199,5.90347494478126,-4.36292181363264,1.2833681895772e-05,0.000779354500579611,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_sphagnophila","100","100","100","100","100","100","60"
"ASV21","ASV21",17.2364562163492,-20.3624969920438,5.46748792711004,-3.72428750890847,0.000195867607421246,0.00608556101197172,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma_fuscescens","100","100","100","100","100","100","100"
"ASV28","ASV28",3.13457504982982,-23.7184690773244,7.4314861273825,-3.19161856333552,0.00141478032201468,0.0263973238537672,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unclassified","100","100","100","100","100","100","52"
"ASV29","ASV29",40.2884397866654,-24.2886865345004,5.68483486567924,-4.27254038303508,1.93258539742547e-05,0.00103277363638417,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_rimosa","100","100","100","100","100","83","69"
"ASV46","ASV46",67.8402228883267,20.5449144790622,5.98505427882268,3.43270311712254,0.000597596071428725,0.0140838714426634,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_rubidus","100","100","100","100","100","100","100"
"ASV47","ASV47",140.827670529243,19.5511349904994,3.97801415155478,4.91479774722721,8.88741608809776e-07,9.29567052541533e-05,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Leucoscypha","Unclassified","100","100","98","98","98","75","75"
"ASV53","ASV53",15.7791567740883,-24.7102309674462,4.21542979624575,-5.86185327755977,4.57729399365841e-09,1.01921079592127e-06,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unclassified","100","100","100","100","100","75","50"
"ASV54","ASV54",143.618782479318,-18.0402704696163,4.69501093351376,-3.84243417642371,0.000121820090922051,0.00417311901209896,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unclassified","100","100","100","100","100","66","25"
"ASV56","ASV56",28.2298794212667,19.7975418552573,4.16620231314168,4.75193962444138,2.01474538956509e-06,0.000179446656030597,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_hawkerae","100","100","100","100","100","100","83"
