"","MDS1","MDS2"
"HD4379-S112_2_S78",0.0978004725711931,0.0020523682827891
"HD4380-S1_S79",-0.490395109377221,-0.473994587800673
"HD4381-S1_S80",0.112147686944685,-0.036956160644085
"HD4382-S1_S81",-0.216585253935708,0.0753161169716637
"HD4383-S1_S82",-0.113558192693133,0.520562690527433
"HD4384-S1_S83",0.019500738879139,0.256938919397146
"HD4385-S1_S84",0.123820348177333,0.234620032515657
"HD4386-S1_S85",0.181795043775894,0.32846967346213
"HD4387-S1_S86",0.0409956722720043,0.11279761378501
"HD4388-S1_S87",0.240134711257548,0.148217831751228
"HD4389-S1_S88",-0.166300398867109,-0.0492215270543444
"HD4390-S1_S89",-0.0829616554541219,-0.0273479160246003
"HD4391-S1_S90",0.0925203850062964,-0.0384467993271704
"HD4392-S1_S91",-0.0650210991303458,-0.0822300573523991
"HD4393-S1_S92",-0.307981744290895,0.174580450206896
"HD4394-S1_S93",0.0308114354489716,-0.277465114610094
"HD4395-S1_S94",-0.288947528410747,-0.00354052125542614
"HD4396-S1_S95",0.00395897095609728,-0.114861852109886
"HD4397-S112_6_S96",0.254595062326451,0.0590163268008632
"HD4398-S1_S97",-0.0457774643067137,-0.0182437119288253
"HD4399-S1_S98",-0.0388008878186176,-0.0532762857186856
