"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV9","ASV9",32.385461396957,-24.3391086291267,5.52707198621471,-4.40361708510977,1.06460783859076e-05,0.000364224924172415,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_adusta","100","100","100","100","100","100","100"
"ASV17","ASV17",285.434199579868,-25.8818889751174,2.918558553543,-8.86803827995772,7.44457400788511e-19,8.40492405490229e-16,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unclassified","100","100","100","100","100","100","58"
"ASV19","ASV19",387.511925516325,-9.47779029035409,2.52912103316481,-3.74746410554108,0.000178631389332231,0.00325281997671111,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_rubidus","100","100","100","100","100","100","99"
"ASV26","ASV26",18.1427549299439,-23.8893418981037,5.52715815669184,-4.32217447390761,1.54498934420074e-05,0.00048452582488962,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","Unclassified","100","100","100","100","100","100","51"
"ASV30","ASV30",27.4104725789513,-23.0774747078374,5.5271739030639,-4.17527566756037,2.97625422205985e-05,0.000803702361899428,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","Unclassified","100","100","100","100","100","100","47"
"ASV41","ASV41",32.4526979008132,-22.0026559040216,5.52721404075875,-3.98078593334177,6.8687785981843e-05,0.00149131750718271,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_shanglaensis","100","100","100","100","100","100","100"
"ASV42","ASV42",9.77210206377325,-22.2321140209198,5.52723644168189,-4.02228387648906,5.76365326518819e-05,0.0012759146149799,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unclassified","Unclassified","Unclassified","98","98","98","72","56","52","7"
"ASV46","ASV46",67.8402228883267,-24.7514448071143,4.46316105213487,-5.54572073872954,2.92745748588459e-08,2.75424958463642e-06,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_rubidus","100","100","100","100","100","100","100"
"ASV48","ASV48",265.289660971425,-26.8620503692023,5.32221549575372,-5.04715571750785,4.48435851146453e-07,2.81268931080192e-05,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","Unclassified","100","100","100","100","100","100","45"
"ASV50","ASV50",10.0721753153945,-22.1017348841725,4.98181912505325,-4.43647879005166,9.14423402695813e-06,0.000322620006763616,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Unclassified","100","100","100","100","100","68","50"
"ASV51","ASV51",25.5156342903387,-24.8917630150031,5.52709117282883,-4.50359189610821,6.68144561848202e-06,0.000269405432259507,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_grata","100","100","100","100","100","100","98"
"ASV59","ASV59",15.1668377410945,17.7010573251692,5.52960560007638,3.20114283104109,0.00136883660893708,0.0217664300209854,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Unclassified","100","100","100","100","100","74","39"
"ASV61","ASV61",73.5641616628132,-24.4795267297644,4.63950815313718,-5.27631936872697,1.31804304444409e-07,1.06290756941242e-05,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cerolens","100","100","100","100","100","100","93"
"ASV63","ASV63",70.6674166302036,-24.9813229335572,4.36406392858321,-5.72432561538285,1.0384541142317e-08,1.46551836870949e-06,"Fungi","Ascomycota","Dothideomycetes","Gloniales","Gloniaceae","Cenococcum","Unclassified","100","100","100","100","100","91","78"
"ASV69","ASV69",29.8061251866847,-23.1864483992311,5.52707731660196,-4.19506496310171,2.72793391786383e-05,0.000769959348317067,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_vesca","100","100","100","100","100","100","98"
"ASV77","ASV77",9.34502198674588,-21.56609094741,5.52722435199467,-3.90179402426957,9.54823907073632e-05,0.00199628924275209,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Unclassified","100","100","100","100","100","61","54"
"ASV94","ASV94",159.192456898265,24.2257353477928,4.33198854365083,5.59228980032719,2.24094371861896e-08,2.300023143928e-06,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Unclassified","Unclassified","100","100","100","100","100","30","30"
"ASV118","ASV118",5.44160477858114,-19.9844655864271,5.5285230110163,-3.61479287444502,0.000300587840670144,0.00530255737682176,"Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_autotrophica","100","100","100","100","100","100","100"
"ASV128","ASV128",15.4669541909578,-23.8850111972266,4.55138533390243,-5.24785520120908,1.53880165014925e-07,1.158204708679e-05,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alliacea","100","100","100","100","100","100","100"
"ASV148","ASV148",102.716459833319,-25.3476101780468,5.13659604591546,-4.93470966988008,8.02700735787224e-07,4.31547205097036e-05,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","Byssocorticium_atrovirens","100","100","100","100","100","100","100"
"ASV151","ASV151",144.486060374446,-22.8458314181585,4.23717852332567,-5.39175569129132,6.97725878442479e-08,6.05948089816584e-06,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_rehmii","100","100","100","100","100","100","100"
"ASV157","ASV157",13.0115991221164,-22.0608932683494,3.60401004290691,-6.1212074899091,9.28688770311238e-10,2.09697924336278e-07,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_pulchella","100","100","100","100","100","100","89"
"ASV172","ASV172",16.6469985798772,-22.970376803694,4.91109162083721,-4.67724460815051,2.90755351077994e-06,0.00012625491975656,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cremoricolor","100","100","100","100","100","100","100"
"ASV181","ASV181",24.5883144503018,-22.799649522115,5.52713896230865,-4.12503642075823,3.70676094446669e-05,0.000871861063813103,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_badia","100","100","100","100","100","74","70"
"ASV183","ASV183",8.05521881508397,-23.0722383031979,5.52729419164955,-4.17423743032435,2.98985821078618e-05,0.000803702361899428,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita_pantherinoides","100","100","100","100","100","100","61"
"ASV187","ASV187",22.1304107836623,-20.0259466006006,5.53183897085717,-3.62012464681298,0.000294461130007186,0.0052769304091764,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Unclassified","100","100","100","100","100","97","37"
"ASV202","ASV202",8.46138017524967,-19.7225411588813,5.52955701349115,-3.56674885723427,0.000361437566989107,0.00627789250970311,"Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Geminibasidium_hirsutum","100","100","100","100","100","100","98"
"ASV204","ASV204",9.71865667474512,-22.9280034033969,5.52724462300692,-4.14817960253831,3.35129447362444e-05,0.000822524230591738,"Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unclassified","100","100","100","100","100","100","84"
"ASV220","ASV220",33.0803979331716,25.396610298776,5.25622655287575,4.83171911318799,1.35359136583063e-06,6.36751938342827e-05,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica","100","100","100","100","100","100","100"
"ASV237","ASV237",16.3279870912949,-23.0128355294431,5.5271326934056,-4.16361191344287,3.13252375897697e-05,0.000822469610205814,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_gamsii","100","100","100","100","100","99","98"
"ASV238","ASV238",14.6194581108579,-23.7036005843183,5.52718587015999,-4.28854776031481,1.79845130706455e-05,0.000548770682615102,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","Unclassified","100","100","100","100","93","91","90"
"ASV241","ASV241",13.5100828341088,-22.8203700567553,3.95527514696765,-5.76960368338742,7.94581780667019e-09,1.28154690053295e-06,"Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum","Unclassified","100","100","99","99","97","97","73"
"ASV245","ASV245",27.8874178206262,-22.4497164006525,4.95108042417996,-4.53430655075065,5.77930419573829e-06,0.000241660534703279,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_minutissima","100","100","100","100","100","100","94"
"ASV275","ASV275",45.2953211916413,-27.0847468556961,5.52771243373501,-4.8998111208537,9.59288317306386e-07,4.92289322835868e-05,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Unclassified","100","100","100","99","98","97","19"
"ASV276","ASV276",17.6359739801265,-23.2599071339827,4.65464452430931,-4.99713931160709,5.8187033876021e-07,3.28465806230139e-05,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae","Piloderma","Unclassified","100","100","100","99","83","83","82"
"ASV340","ASV340",16.5947760151101,-16.5410624622487,5.53529566388025,-2.98828887681374,0.00280544250593541,0.0428019539081227,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_krieglsteineri","100","100","100","100","100","100","72"
"ASV348","ASV348",11.6445047759368,-22.4642711346665,3.58565184733679,-6.26504526683249,3.72717119748442e-10,1.05199407048998e-07,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Saccharomycetales_gen_Incertae_sedis","Unclassified","98","97","97","97","89","88","88"
"ASV366","ASV366",7.4243494886734,-21.4791068407087,5.52727989527072,-3.88601757965735,0.000101902130446771,0.0020181310743839,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella","Unclassified","100","100","100","100","100","93","93"
"ASV379","ASV379",12.2410264741254,-22.9488628707854,5.52717364026894,-4.15200685999595,3.29572380174407e-05,0.000822524230591738,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_minutissima","100","100","100","100","100","100","100"
"ASV380","ASV380",33.7900763168207,-19.3790531551517,5.52849032818911,-3.50530651312534,0.000456081875375855,0.00780176420150515,"Fungi","Basidiomycota","GS25","GS25_ord_Incertae_sedis","GS25_ord_Incertae_sedis_fam_Incertae_sedis","GS25_ord_Incertae_sedis_gen_Incertae_sedis","Unclassified","100","100","100","100","100","100","100"
"ASV388","ASV388",21.6599671470071,-21.2777265312328,3.78243252119772,-5.62540809703465,1.8506991762354e-08,2.28261948140595e-06,"Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_dimorpha","100","100","100","100","100","100","97"
"ASV410","ASV410",34.8769965298445,-28.133542338902,5.53060943122105,-5.08687924699298,3.64003428923878e-07,2.56849919534411e-05,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Unclassified","100","100","100","100","100","100","65"
"ASV424","ASV424",21.2855240018332,-16.9143625255139,5.53524807582188,-3.0557550978422,0.00224494541201231,0.0352019912522486,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Unclassified","100","100","100","99","98","79","79"
"ASV428","ASV428",5.72257190089445,-22.8039467602345,5.52736526737028,-4.12564497860366,3.69697200515568e-05,0.000871861063813103,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_foetens","100","100","100","100","100","100","82"
"ASV429","ASV429",10.9480649762997,-21.1872159603973,5.52749670124962,-3.83305809221152,0.000126560051081472,0.00242180165544038,"Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydiaceae_gen_Incertae_sedis","Unclassified","100","100","100","100","100","100","100"
"ASV438","ASV438",7.61811318510515,24.5539135241219,5.4886315151499,4.47359482165041,7.69154262107565e-06,0.000290464067363986,"Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_dimorpha","100","100","100","100","100","100","100"
"ASV439","ASV439",25.2346019448396,-21.7614836503004,4.32919708296991,-5.02667890447981,4.99046910094879e-07,2.96538927103746e-05,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster","Unclassified","100","100","100","100","100","94","78"
"ASV440","ASV440",12.854011362838,-22.3809663019894,3.27440140978996,-6.83513213592988,8.19294763813651e-12,4.62491894172806e-09,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_darii","100","100","100","100","100","100","97"
"ASV445","ASV445",14.9168150996884,-23.296296624245,4.00182117188662,-5.82142370276434,5.83484407158663e-09,1.09792315947022e-06,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_gamsii","100","100","100","100","100","100","100"
