"","YrSinceTrt_BR","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"1","Untreated","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","Archaeorhizomyces_finlayi",72,2,1815106,0.003966710484126
"2","Untreated","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Ramichloridium","Ramichloridium_anceps",133,5,1815106,0.00732739575539941
"3","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora","Dothiora_agapanthi",7,1,1815106,0.000385652408178916
"4","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Hormonema","Hormonema_macrosporum",29,2,1815106,0.00159770283388408
"5","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans",186,13,1815106,0.0102473354173255
"6","Untreated","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Eremomycetaceae","Eremomyces","Eremomyces_bilateralis",10,1,1815106,0.000550932011684166
"7","Untreated","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pachyramichloridium","Pachyramichloridium_pini",6,1,1815106,0.0003305592070105
"8","Untreated","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Penidiellomyces","Penidiellomyces_aggregatus",17,1,1815106,0.000936584419863082
"9","Untreated","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Lophium","Lophium_arboricola",73,5,1815106,0.00402180368529441
"10","Untreated","Fungi","Ascomycota","Dothideomycetes","Phaeotrichales","Phaeotrichaceae","Phaeotrichum","Phaeotrichum_benjaminii",411,4,1815106,0.0226433056802192
"11","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amorosiaceae","Angustimassarina","Angustimassarina_acerina",265,3,1815106,0.0145996983096304
"12","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_leptospora",363,3,1815106,0.0199988320241352
"13","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","Dictyosporium_toruloides",56,3,1815106,0.00308521926543133
"14","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","Lophiostoma_chamaecyparidis",25,1,1815106,0.00137733002921042
"15","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","Camposporium_appendiculatum",279,9,1815106,0.0153710031259882
"16","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Pleotrichocladium","Pleotrichocladium_opacum",2391,37,1815106,0.131727843993684
"17","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Uzbekistanica","Uzbekistanica_vitis-viniferae",12,1,1815106,0.000661118414020999
"18","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neopyrenochaetaceae","Neopyrenochaeta","Neopyrenochaeta_acicola",79,2,1815106,0.00435236289230491
"19","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Nigrogranaceae","Nigrograna","Nigrograna_obliqua",192,10,1815106,0.010577894624336
"20","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Hobus","Hobus_wogradensis",47,2,1815106,0.00258938045491558
"21","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_flanaganii",18,1,1815106,0.000991677621031499
"22","Untreated","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella_intermedia",8,1,1815106,0.000440745609347333
"23","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Pseudosigmoidea","Pseudosigmoidea_alnicola",17,1,1815106,0.000936584419863082
"24","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium_robustum",20,1,1815106,0.00110186402336833
"25","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Pseudoanungitea","Pseudoanungitea_vaccinii",38,3,1815106,0.00209354164439983
"26","Untreated","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Sympodiella","Sympodiella_quercina",96,3,1815106,0.00528894731216799
"27","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Epibryaceae","Epibryon","Epibryon_interlamellare",28,1,1815106,0.00154260963271567
"28","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_camelliae-yunnanensis",17,1,1815106,0.000936584419863082
"29","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_capucina",35,1,1815106,0.00192826204089458
"30","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_coronata",22,2,1815106,0.00121205042570517
"31","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_fungicola",38,4,1815106,0.00209354164439983
"32","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_pulcherrima",105,2,1815106,0.00578478612268374
"33","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia_rubiginosa",448,9,1815106,0.0246817541234506
"34","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_australiensis",11,1,1815106,0.000606025212852583
"35","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_cabanerensis",1264,8,1815106,0.0696378062768786
"36","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_chaetospira",5630,36,1815106,0.310174722578186
"37","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_humicola",496,6,1815106,0.0273262277795346
"38","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_minutissima",749,19,1815106,0.041264807675144
"39","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_potulentorum",15,1,1815106,0.000826398017526249
"40","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora_tumbae",68,3,1815106,0.00374633767945233
"41","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_abietophila",4,1,1815106,0.000220372804673666
"42","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_angulospora",28,3,1815106,0.00154260963271567
"43","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_brunnea",27,2,1815106,0.00148751643154725
"44","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_castellanii",40,4,1815106,0.00220372804673666
"45","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_cinerea",26,1,1815106,0.00143242323037883
"46","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_eucalyptorum",31,1,1815106,0.00170788923622091
"47","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_lignicola",469,5,1815106,0.0258387113479874
"48","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_moniliae",352,13,1815106,0.0193928068112826
"49","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_radicis",1925,14,1815106,0.106054412249202
"50","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_tremulae",5046,30,1815106,0.27800029309583
"51","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_xenobiotica",4,1,1815106,0.000220372804673666
"52","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","Rhinocladiella_quercus",44,4,1815106,0.00242410085141033
"53","Untreated","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","Veronaea_compacta",60,2,1815106,0.003305592070105
"54","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_inflatus",16,1,1815106,0.000881491218694666
"55","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_bialowiezense",6,1,1815106,0.0003305592070105
"56","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_canescens",608,15,1815106,0.0334966663103973
"57","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_catalonicum",151,3,1815106,0.00831907337643091
"58","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_catenatum",52,2,1815106,0.00286484646075766
"59","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_granulatum",51,1,1815106,0.00280975325958925
"60","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_longicatenatum",96,4,1815106,0.00528894731216799
"61","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_penicillioides",11,1,1815106,0.000606025212852583
"62","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Phialomyces","Phialomyces_arenicola",16,1,1815106,0.000881491218694666
"63","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_minioluteus",62,4,1815106,0.00341577847244183
"64","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_rubrifaciens",21,1,1815106,0.00115695722453675
"65","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces_rugulosus",41,1,1815106,0.00225882124790508
"66","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_muricatus",1353,6,1815106,0.0745411011808677
"67","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces_papillatus",32,1,1815106,0.00176298243738933
"68","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Penicillaginaceae","Penicillago","Penicillago_nodositata",120,2,1815106,0.00661118414020999
"69","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_diversispora",11485,34,1815106,0.632745415419265
"70","Untreated","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_verticillata",4206,17,1815106,0.23172200411436
"71","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_reessii",22,2,1815106,0.00121205042570517
"72","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron_alboluteum",116,4,1815106,0.00639081133553633
"73","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron_californiense",14,2,1815106,0.000771304816357833
"74","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Chrysosporium","Chrysosporium_sulfureum",6,1,1815106,0.0003305592070105
"75","Untreated","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium","Myriodontium_keratinophilum",43,1,1815106,0.00236900765024191
"76","Untreated","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum","Sclerococcum_ahtii",57,2,1815106,0.00314031246659975
"77","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","Geoglossum_fallax",75,1,1815106,0.00413199008763125
"78","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","Geoglossum_nigritum",185,3,1815106,0.0101922422161571
"79","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Microglossum","Microglossum_griseoviride",296,5,1815106,0.0163075875458513
"80","Untreated","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Trichoglossum","Trichoglossum_hirsutum",4845,4,1815106,0.266926559660978
"81","Untreated","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cryptodiscus","Cryptodiscus_epicladonia",10,1,1815106,0.000550932011684166
"82","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Chaetomellaceae","Pilidium","Pilidium_anglicum",12,4,1815106,0.000661118414020999
"83","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Rhizodermea","Rhizodermea_veluwensis",45,3,1815106,0.00247919405257875
"84","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trichosporiella","Trichosporiella_multisporum",32,3,1815106,0.00176298243738933
"85","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Gelatinodiscaceae","Neobulgaria","Neobulgaria_koningiana",43,1,1815106,0.00236900765024191
"86","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Hyalodendriella","Hyalodendriella_bialowiezensis",5,1,1815106,0.000275466005842083
"87","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Xenopolyscytalum","Xenopolyscytalum_pinea",68,3,1815106,0.00374633767945233
"88","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Ascocoryne","Ascocoryne_cylichnium",13,1,1815106,0.000716211615189416
"89","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cyathicula","Cyathicula_amenti",161,9,1815106,0.00887000538811508
"90","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Phaeohelotium","Phaeohelotium_geogenum",120,1,1815106,0.00661118414020999
"91","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium_lignicola",15,1,1815106,0.000826398017526249
"92","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium_marchalianum",20,2,1815106,0.00110186402336833
"93","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_aurea",8,1,1815106,0.000440745609347333
"94","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_holubovae",64,1,1815106,0.00352596487477866
"95","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_hyalocuspica",53,1,1815106,0.00291993966192608
"96","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_piceae-abietis",188,7,1815106,0.0103575218196623
"97","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_pseudoaffinis",26,1,1815106,0.00143242323037883
"98","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris","Mycoarthris_corallina",645,5,1815106,0.0355351147536287
"99","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_aureliella",40,3,1815106,0.00220372804673666
"100","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha_intacta",50,1,1815106,0.00275466005842083
"101","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Flagellospora","Flagellospora_curvula",1313,3,1815106,0.072337373134131
"102","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Leotia","Leotia_lubrica",87,3,1815106,0.00479310850165225
"103","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium","Leptodontidium_trabinellum",963,11,1815106,0.0530547527251852
"104","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia_novobrunsvicensis",282,10,1815106,0.0155362827294935
"105","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala_helvetica",63,1,1815106,0.00347087167361025
"106","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala_repens",31,1,1815106,0.00170788923622091
"107","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_chlamydosporicum",19781,43,1815106,1.08979861231245
"108","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_echinulatum",27,1,1815106,0.00148751643154725
"109","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_eucalypti",39,2,1815106,0.00214863484556825
"110","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_pilicola",2400,17,1815106,0.1322236828042
"111","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_tenuissimum",31,1,1815106,0.00170788923622091
"112","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Martininia","Martininia_panamaensis",20,1,1815106,0.00110186402336833
"113","Untreated","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Srinivasanomyces","Srinivasanomyces_kangrensis",189,9,1815106,0.0104126150208307
"114","Untreated","Fungi","Ascomycota","Leotiomycetes","Lauriomycetales","Lauriomycetaceae","Lauriomyces","Lauriomyces_bellulus",21,1,1815106,0.00115695722453675
"115","Untreated","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus_roseus",60,2,1815106,0.003305592070105
"116","Untreated","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylella","Dactylella_microaquatica",6,1,1815106,0.0003305592070105
"117","Untreated","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia_latispora",7,1,1815106,0.000385652408178916
"118","Untreated","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Retiarius","Retiarius_bovicornutus",5,1,1815106,0.000275466005842083
"119","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Fischerula","Fischerula_macrospora",1433,5,1815106,0.078948557274341
"120","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_floriforma",28,2,1815106,0.00154260963271567
"121","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella_vespertina",15,1,1815106,0.000826398017526249
"122","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Pachyphlodes","Pachyphlodes_thysellii",107,2,1815106,0.00589497252502058
"123","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_darii",1143,14,1815106,0.0629715289355002
"124","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea_harknessii",2503,12,1815106,0.137898282524547
"125","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopyxis","Geopyxis_rehmii",3,1,1815106,0.00016527960350525
"126","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lamprospora","Lamprospora_wrightii",66,6,1815106,0.0036361512771155
"127","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea_formicarum",1723,1,1815106,0.0949255856131818
"128","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea_onotica",58,1,1815106,0.00319540566776816
"129","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","Scutellinia_cejpii",53,4,1815106,0.00291993966192608
"130","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Warcupia","Warcupia_terrestris",26,4,1815106,0.00143242323037883
"131","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_mikolae",7,1,1815106,0.000385652408178916
"132","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_rehmii",2727,10,1815106,0.150239159586272
"133","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha_coccinea",189,2,1815106,0.0104126150208307
"134","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_melaena",14,1,1815106,0.000771304816357833
"135","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_melastoma",35,3,1815106,0.00192826204089458
"136","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania_rhytidia",166,10,1815106,0.00914547139395716
"137","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Urnula","Urnula_padeniana",8,1,1815106,0.000440745609347333
"138","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_anniae",15,1,1815106,0.000826398017526249
"139","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_beyerlei",1673,4,1815106,0.092170925554761
"140","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_candidum",61,1,1815106,0.00336068527127341
"141","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_lauryi",935,9,1815106,0.0515121430924695
"142","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_oregonense",9214,14,1815106,0.507628755565791
"143","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_pacificum",2929,9,1815106,0.161367986222292
"144","Untreated","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_sphaerosporum",597,1,1815106,0.0328906410975447
"145","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Babjevia","Babjevia_anomala",10,2,1815106,0.000550932011684166
"146","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Barnettozyma","Barnettozyma_californica",13,1,1815106,0.000716211615189416
"147","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kuraishia","Kuraishia_cidri",13,1,1815106,0.000716211615189416
"148","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_albicans",25,1,1815106,0.00137733002921042
"149","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_pseudoglaebosa",32,1,1815106,0.00176298243738933
"150","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis_synnaedendra",75,6,1815106,0.00413199008763125
"151","Untreated","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Sugiyamaella","Sugiyamaella_paludigena",288,5,1815106,0.015866841936504
"152","Untreated","Fungi","Ascomycota","Sareomycetes","Sareales","Sareaceae","Sarea","Sarea_resinae",7,1,1815106,0.000385652408178916
"153","Untreated","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis_jesteri",25,2,1815106,0.00137733002921042
"154","Untreated","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","Chaetosphaeria_vermicularioides",981,16,1815106,0.0540464303462167
"155","Untreated","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium_submersum",53,3,1815106,0.00291993966192608
"156","Untreated","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_kinghornii",16,1,1815106,0.000881491218694666
"157","Untreated","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_tamarilloi",15,1,1815106,0.000826398017526249
"158","Untreated","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Furcasterigmium","Furcasterigmium_furcatum",83,5,1815106,0.00457273569697858
"159","Untreated","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_nigrescens",192,5,1815106,0.010577894624336
"160","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Keithomyces","Keithomyces_carneus",5566,37,1815106,0.306648757703407
"161","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces_marquandii",249,7,1815106,0.0137182070909357
"162","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Sphaerostilbella","Sphaerostilbella_appalachiensis",54,4,1815106,0.0029750328630945
"163","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_cavaraeanum",52,3,1815106,0.00286484646075766
"164","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_persicinum",24,1,1815106,0.001322236828042
"165","Untreated","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_tricinctum",334,2,1815106,0.0184011291902511
"166","Untreated","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum_stemonitis",26,1,1815106,0.00143242323037883
