"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV13","ASV13",11.7070782924838,-18.7108739716386,5.67538803707568,-3.2968448764042,0.000977774887174295,0.0160204654590865,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_sphagnophila","100","100","100","100","100","100","60"
"ASV17","ASV17",285.434199579868,19.3186652011724,3.7578210309987,5.14092210400935,2.73393389457829e-07,2.11755607107337e-05,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unclassified","100","100","100","100","100","100","58"
"ASV28","ASV28",3.13457504982982,21.046804681838,7.17710623201723,2.93249173154881,0.00336253876171634,0.0403504651405961,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unclassified","100","100","100","100","100","100","52"
"ASV29","ASV29",40.2884397866654,-20.3652170881328,5.44810625885493,-3.7380359560779,0.000185463427521211,0.00478832849236582,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_rimosa","100","100","100","100","100","83","69"
"ASV46","ASV46",67.8402228883267,-22.8907093630345,5.82918123468996,-3.92691673863388,8.60417495685697e-05,0.00249418899748066,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius_rubidus","100","100","100","100","100","100","100"
"ASV47","ASV47",140.827670529243,-24.8818394804184,3.84563890690876,-6.47014451505515,9.79092321292971e-11,2.78062219247204e-08,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Leucoscypha","Unclassified","100","100","98","98","98","75","75"
"ASV50","ASV50",10.0721753153945,-19.6927068679373,6.50329686409105,-3.02811132253143,0.00246087415198217,0.0317676481437698,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Unclassified","100","100","100","100","100","68","50"
"ASV53","ASV53",15.7791567740883,-22.9095466026772,4.01051142146821,-5.71237535443553,1.11410014626255e-08,1.58202220769283e-06,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unclassified","100","100","100","100","100","75","50"
"ASV54","ASV54",143.618782479318,-25.156414712923,4.47824399995458,-5.61747299012249,1.93770452595165e-08,2.12231225291577e-06,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unclassified","100","100","100","100","100","66","25"
"ASV56","ASV56",28.2298794212667,-21.9561202350022,4.02921008611033,-5.4492368890593,5.05863985351177e-08,4.78884572799114e-06,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon_hawkerae","100","100","100","100","100","100","83"
"ASV63","ASV63",70.6674166302036,-27.5603337083305,5.70037709626433,-4.83482640585161,1.33261875714664e-06,8.10993700777811e-05,"Fungi","Ascomycota","Dothideomycetes","Gloniales","Gloniaceae","Cenococcum","Unclassified","100","100","100","100","100","91","78"
"ASV86","ASV86",56.3346150646128,-18.234635834641,4.63301371095583,-3.93580441851943,8.2918482663392e-05,0.00249418899748066,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Unclassified","Unclassified","100","100","100","100","100","39","39"
"ASV87","ASV87",15.5452618098117,-19.3484358583332,5.39679403857799,-3.58517218185917,0.000336855890487692,0.00775678969447335,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_gemmifera","100","100","100","100","100","100","100"
"ASV90","ASV90",46.3341117760485,-20.5713774933548,3.66519607096698,-5.61262674493904,1.99278145813687e-08,2.12231225291577e-06,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Unclassified","100","100","100","100","100","100","78"
"ASV109","ASV109",58.4217488990588,-24.2814824317226,3.34910176325783,-7.25014769575198,4.16317403932609e-13,3.54702428150583e-10,"Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unclassified","100","100","100","100","100","100","88"
"ASV111","ASV111",60.4635899642264,-19.7166908478146,4.4507058020978,-4.43001441221329,9.42267907986566e-06,0.000446006809780308,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Unclassified","100","100","100","100","100","100","62"
"ASV118","ASV118",5.44160477858114,21.3578206186834,7.17693694958268,2.9758963703764,0.00292133560354437,0.0360721439742001,"Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_autotrophica","100","100","100","100","100","100","100"
"ASV128","ASV128",15.4669541909578,18.6390989522651,5.90514454936918,3.15641705235755,0.00159720308326897,0.0230646953719519,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alliacea","100","100","100","100","100","100","100"
"ASV134","ASV134",24.2571743051134,-19.9350875198863,5.77215167958231,-3.45366660935162,0.00055302058173675,0.0114920374546271,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_fluviae","100","100","100","100","100","97","96"
"ASV137","ASV137",53.9163441935051,-24.2205643566829,4.48374724379167,-5.40185765159251,6.59542807199431e-08,5.61930471733915e-06,"Fungi","Basidiomycota","Microbotryomycetes","Unclassified","Unclassified","Unclassified","Unclassified","100","100","100","50","50","50","50"
"ASV151","ASV151",144.486060374446,16.7391327903565,5.50001509609609,3.04347033560652,0.00233866497105319,0.0306545008513433,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","Wilcoxina_rehmii","100","100","100","100","100","100","100"
