"","ASV","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","boot.Kingdom","boot.Phylum","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV2","ASV2",35.5646841500068,24.6912595385397,3.38683195761534,7.29037042508739,3.09103965927698e-13,3.60827362892932e-11,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_nigricans","100","100","100","100","100","100","78"
"ASV9","ASV9",32.385461396957,25.1081501120389,3.38684091071818,7.41344243025419,1.23062476914224e-13,1.65755690059081e-11,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_adusta","100","100","100","100","100","100","100"
"ASV28","ASV28",3.13457504982982,-30,3.38877864564205,-8.85274700328386,8.53910807374056e-19,3.68557008509639e-16,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unclassified","100","100","100","100","100","100","52"
"ASV59","ASV59",15.1668377410945,-26.6356409353643,3.38013169238106,-7.88006011582389,3.27223608906512e-15,5.20880490177547e-13,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Unclassified","100","100","100","100","100","74","39"
"ASV62","ASV62",7.96369483558533,22.6465571884503,3.3871528341893,6.68601574746204,2.29328360046485e-11,1.33851319480465e-09,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Unclassified","100","100","100","100","100","100","49"
"ASV66","ASV66",263.118907859689,7.37401389752789,2.15193563344458,3.42668887624877,0.000610988680169927,0.0232574169342944,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber_oregonense","100","100","100","100","100","100","100"
"ASV69","ASV69",29.8061251866847,24.9613588302288,3.38684963320341,7.37008179681701,1.70523376812812e-13,2.13276023428024e-11,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_vesca","100","100","100","100","100","100","98"
"ASV77","ASV77",9.34502198674588,23.4369836833184,3.38708972053379,6.91950483072083,4.53225033269084e-12,3.60725924206439e-10,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Unclassified","100","100","100","100","100","61","54"
"ASV94","ASV94",159.192456898265,-29.3047027551575,2.67163066590859,-10.9688450312765,5.39572051210215e-28,4.72395330834544e-25,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Unclassified","Unclassified","100","100","100","100","100","30","30"
"ASV125","ASV125",32.2545425298696,22.8878761449399,3.38694557765693,6.75767461276235,1.4022400216699e-11,9.09378621460737e-10,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_minutissima","100","100","100","100","100","100","100"
"ASV148","ASV148",102.716459833319,26.6189246847429,3.14628106647546,8.46044079417294,2.66368757126186e-17,7.77352822879919e-15,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","Byssocorticium_atrovirens","100","100","100","100","100","100","100"
"ASV172","ASV172",16.6469985798772,24.0387852234462,3.00744843040206,7.99308310009243,1.31605355453005e-15,2.30440977398211e-13,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula_cremoricolor","100","100","100","100","100","100","100"
"ASV181","ASV181",24.5883144503018,22.8926560949554,3.38695014680594,6.75907678078589,1.38873789873161e-11,9.09378621460737e-10,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella_badia","100","100","100","100","100","74","70"
"ASV220","ASV220",33.0803979331716,-24.9974450998573,3.23787753386966,-7.72031827589918,1.16039582586369e-14,1.69321090923943e-12,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica","100","100","100","100","100","100","100"
"ASV237","ASV237",16.3279870912949,22.7158450230714,3.38694001830091,6.7068932134402,1.98811639283405e-11,1.20041096684566e-09,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia_gamsii","100","100","100","100","100","99","98"
"ASV340","ASV340",16.5947760151101,16.7445058186871,3.40024664188784,4.92449742098426,8.4577444300734e-07,3.89723960448908e-05,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe_krieglsteineri","100","100","100","100","100","100","72"
"ASV366","ASV366",7.4243494886734,23.2021529805434,3.38718013267597,6.84999086901618,7.38547024386106e-12,5.62259060739161e-10,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella","Unclassified","100","100","100","100","100","93","93"
"ASV379","ASV379",12.2410264741254,23.5504335295957,3.38700695703348,6.95316951761516,3.57169066885791e-12,3.1270151805851e-10,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","Podila_minutissima","100","100","100","100","100","100","100"
"ASV410","ASV410",34.8769965298445,18.0798163452871,3.39261136266455,5.32917402336567,9.86604282725638e-08,4.79873360847942e-06,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster","Unclassified","100","100","100","100","100","100","65"
"ASV424","ASV424",21.2855240018332,15.5054395037362,3.40016914137999,4.56019652523615,5.11057697984191e-06,0.00020810744864426,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Unclassified","100","100","100","99","98","79","79"
"ASV433","ASV433",30.8344124907372,-8.88862978478603,2.15596947031716,-4.12279946778581,3.74295527544732e-05,0.0014564254860685,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Plicaria","Unclassified","100","100","100","100","100","91","91"
"ASV438","ASV438",7.61811318510515,-29.8516735935459,3.38094149860273,-8.8293966653617,1.05241864223198e-18,3.68557008509639e-16,"Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_dimorpha","100","100","100","100","100","100","100"
"ASV484","ASV484",9.93307401714247,23.5889489938686,3.38706900605803,6.96441346535248,3.29774766604757e-12,3.03913482276279e-10,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Unclassified","Unclassified","100","100","100","100","100","56","39"
"ASV509","ASV509",22.8877937273527,-24.9233855873622,3.0123392207944,-8.27376459308242,1.29794305415973e-16,2.57224054384619e-14,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Ochrocladosporium","Ochrocladosporium_frigidarii","100","100","100","100","85","85","83"
"ASV516","ASV516",22.9661206071521,23.462496758161,3.38693424022408,6.92735527000038,4.28780836264612e-12,3.57521544904446e-10,"Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydiaceae_gen_Incertae_sedis","Unclassified","100","100","100","100","100","100","100"
"ASV519","ASV519",9.50177941524038,20.7092359891807,3.03272947311996,6.82858005395245,8.57592101263204e-12,6.25684903879946e-10,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Unclassified","100","100","100","100","100","81","46"
"ASV528","ASV528",17.8362272937956,21.5474366301637,3.38730387694222,6.36123519263792,2.00137713986712e-10,1.13045528126043e-08,"Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcaceae","Sclerococcum","Unclassified","100","100","100","100","100","100","91"
"ASV642","ASV642",4.41537393152834,20.8964859704506,3.10961974226525,6.71994896560189,1.81788219988868e-11,1.13682561857324e-09,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Unclassified","Unclassified","100","100","85","85","85","59","22"
"ASV726","ASV726",13.5645206617861,-18.6819099856602,3.4003688862422,-5.49408332173802,3.92745041678447e-08,1.96484733708274e-06,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica","100","100","100","100","100","100","99"
