"Factor","Df","SumOfSqs","R2","F","pr_f","FDR_adj_p","Bonferroni_adj_p","P_Value_BetaDispersion"
"Fire_Mod",2,1.67853266588732,0.0437154203404423,2.17140641011931,1e-04,1e-04,1e-04,0.073
